,teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date,winner,team_1_mark,team_2_mark
2277,T8,ZEN,13,6.0,0.0,0.0,6,13.0,0.0,0.0,58144,41019.0,25,13.0,0.0,0.0,2,0,US,US,1499,2014-07-14,T8,1.0,0.0
2278,EDG,IG,18,4.0,0.0,0.0,4,18.0,0.0,0.0,55990,36502.0,42,7.0,0.0,0.0,2,0,CN,CN,951,2015-01-30,EDG,1.0,0.0
2279,MSE,TPA,17,21.0,1.0,2.0,21,17.0,1.0,4.0,74022,79903.0,31,47.0,4.0,9.0,0,2,TW,TW,4588,2015-05-22,TPA,0.0,1.0
2280,OMG,LGD,17,7.0,0.0,0.0,7,17.0,0.0,0.0,69004,52620.0,45,17.0,0.0,0.0,2,0,CN,CN,1746,2014-06-28,OMG,1.0,0.0
2281,SSB,KDM,14,9.0,0.0,0.0,9,14.0,0.0,0.0,69093,60341.0,36,24.0,0.0,0.0,3,1,KR,KR,1633,2014-05-24,SSB,1.0,0.0
2282,RBG,CLB,11,22.0,0.0,1.0,22,11.0,2.0,1.0,53966,68741.0,22,44.0,4.0,9.0,0,2,US,US,2299,2015-01-28,CLB,0.0,1.0
2283,JAG,SKT,18,7.0,1.0,0.0,7,18.0,4.0,2.0,81958,72232.0,57,20.0,8.0,3.0,2,0,KR,KR,883,2015-01-31,JAG,1.0,0.0
2284,OMG,Gamtee,18,13.0,0.0,0.0,13,18.0,0.0,0.0,79077,72074.0,38,24.0,0.0,0.0,1,1,CN,CN,970,2015-02-08,draw,0.5,0.5
2285,IMiracle,Anarchy,28,3.0,1.0,0.0,3,28.0,4.0,0.0,57764,35689.0,57,8.0,9.0,0.0,2,0,KR,,1668,2015-05-15,IMiracle,1.0,0.0
2286,EP,LGD,20,5.0,1.0,0.0,5,20.0,3.0,0.0,51256,38193.0,44,6.0,5.0,1.0,1,1,,CN,1703,2014-03-29,draw,0.5,0.5
2287,KNG,Gamtee,24,7.0,0.0,0.0,8,24.0,0.0,0.0,64209,50332.0,69,18.0,0.0,0.0,1,1,CN,CN,1048,2015-04-11,draw,0.5,0.5
2288,SSG,IMiracle,8,11.0,0.0,0.0,11,8.0,1.0,3.0,45041,54567.0,25,39.0,2.0,7.0,0,2,KR,KR,873,2015-01-17,IMiracle,0.0,1.0
2289,CA,T8,12,4.0,0.0,0.0,4,12.0,0.0,0.0,65497,54554.0,34,8.0,0.0,0.0,1,3,US,US,2290,2014-08-25,T8,0.0,1.0
2290,M17,AHQ,13,28.0,0.0,2.0,28,13.0,3.0,2.0,56039,75852.0,31,78.0,2.0,9.0,0,2,HK,TW,4587,2015-05-21,AHQ,0.0,1.0
2291,EP,Gamtee,28,10.0,0.0,0.0,10,28.0,0.0,0.0,84812,61990.0,64,24.0,0.0,0.0,1,1,,CN,952,2015-01-31,draw,0.5,0.5
2292,KTA,CJB,24,18.0,0.0,0.0,18,24.0,0.0,0.0,80910,86040.0,62,48.0,0.0,0.0,1,3,KR,KR,1629,2014-04-23,CJB,0.0,1.0
2293,H2K,DNE,11,23.0,0.0,0.0,23,11.0,0.0,0.0,66694,83853.0,23,64.0,0.0,0.0,0,2,EU,EU,1547,2014-03-06,DNE,0.0,1.0
2294,CSG,SBC,19,25.0,0.0,0.0,25,19.0,0.0,0.0,85736,97469.0,40,60.0,0.0,0.0,2,1,EU,EU,1548,2014-03-07,CSG,1.0,0.0
2295,WE,RYL,19,7.0,1.0,1.0,7,19.0,2.0,2.0,71332,59790.0,48,18.0,9.0,4.0,2,0,CN,CN,1704,2014-03-29,WE,1.0,0.0
2296,EDG,OMG,12,5.0,0.0,0.0,5,12.0,0.0,0.0,0,0.0,36,12.0,0.0,0.0,3,1,CN,CN,1791,2014-08-21,EDG,1.0,0.0
2297,SSW,SKT,18,14.0,0.0,0.0,14,19.0,0.0,0.0,63000,64000.0,39,27.0,0.0,0.0,3,1,KR,KR,1661,2014-07-23,SSW,1.0,0.0
2298,H2K,SKP,5,13.0,0.0,0.0,13,5.0,0.0,0.0,41992,58004.0,8,34.0,0.0,0.0,1,2,EU,EU,1597,2014-07-25,SKP,0.0,1.0
2299,CA,XDG,28,7.0,0.0,0.0,7,28.0,0.0,0.0,70625,48988.0,62,14.0,0.0,0.0,2,1,US,US,1500,2014-07-20,CA,1.0,0.0
2300,RYL,LGD,30,14.0,0.0,0.0,14,30.0,0.0,0.0,0,0.0,59,37.0,0.0,0.0,3,0,CN,CN,1792,2014-08-22,RYL,1.0,0.0
2301,H2K,NIP,19,,0.0,,15,,0.0,,88005,,49,,0.0,,3,0,EU,EU,2326,2014-04-12,H2K,1.0,0.0
2302,EDG,SS,6,20.0,0.0,0.0,20,6.0,0.0,0.0,60454,72486.0,17,55.0,0.0,0.0,0,2,CN,CN,938,2015-01-23,SS,0.0,1.0
2303,EDG,LGD,24,9.0,0.0,1.0,9,24.0,4.0,0.0,71036,55781.0,51,16.0,10.0,3.0,2,0,CN,CN,1705,2014-03-30,EDG,1.0,0.0
2304,EDG,WEA,22,4.0,0.0,0.0,4,22.0,0.0,0.0,62223,41489.0,57,7.0,0.0,0.0,2,0,CN,CN,1748,2014-06-29,EDG,1.0,0.0
2305,SKT,SBE,22,16.0,1.0,0.0,16,22.0,5.0,2.0,94191,81571.0,61,48.0,8.0,6.0,2,0,KR,KR,2370,2015-05-23,SKT,1.0,0.0
2306,TTD,SGC,14,12.0,0.0,0.0,12,14.0,0.0,0.0,84044,66772.0,31,20.0,0.0,0.0,2,1,EU,EU,1525,2014-01-25,TTD,1.0,0.0
2307,EDG,IG,16,9.0,0.0,0.0,9,17.0,0.0,0.0,71363,52274.0,36,17.0,0.0,0.0,1,1,CN,CN,1770,2014-07-26,draw,0.5,0.5
2308,OMG,RYL,16,11.0,0.0,0.0,11,16.0,0.0,0.0,0,0.0,38,22.0,0.0,0.0,3,2,CN,CN,1793,2014-08-23,OMG,1.0,0.0
2309,MSE,FW,8,31.0,1.0,1.0,31,8.0,0.0,5.0,56356,72550.0,21,73.0,4.0,11.0,1,1,TW,TW,4593,2015-05-28,draw,0.5,0.5
2310,OMG,RYL,15,3.0,0.0,0.0,3,15.0,0.0,0.0,46907,28688.0,44,7.0,0.0,0.0,2,0,CN,CN,1749,2014-07-04,OMG,1.0,0.0
2311,SSB,JAG,23,14.0,0.0,0.0,14,23.0,0.0,0.0,84000,74000.0,59,26.0,0.0,0.0,3,0,KR,KR,1662,2014-07-25,SSB,1.0,0.0
2312,RYL,IG,12,35.0,1.0,1.0,35,12.0,1.0,4.0,60875,78306.0,25,70.0,2.0,10.0,1,1,CN,CN,1687,2014-03-09,draw,0.5,0.5
2313,MS,RG,12,26.0,0.0,0.0,26,12.0,0.0,0.0,66398,84601.0,26,62.0,0.0,0.0,0,2,EU,GB,1549,2014-03-13,RG,0.0,1.0
2314,EDG,Young Glory,7,12.0,0.0,0.0,12,7.0,0.0,0.0,48810,61206.0,18,34.0,0.0,0.0,0,2,CN,CN,1771,2014-07-27,Young Glory,0.0,1.0
2315,MIL,UOL,22,10.0,2.0,0.0,10,22.0,2.0,2.0,70189,56945.0,52,31.0,10.0,6.0,2,3,EU,EU,2187,2014-09-12,UOL,0.0,1.0
2316,DNE,RG,12,11.0,0.0,0.0,11,12.0,0.0,0.0,63581,57890.0,35,24.0,0.0,0.0,3,0,EU,GB,2327,2014-04-12,DNE,1.0,0.0
2317,EDG,WE,26,8.0,0.0,0.0,8,26.0,0.0,0.0,61391,45271.0,55,18.0,0.0,0.0,2,0,CN,CN,971,2015-02-08,EDG,1.0,0.0
2318,NIP-2,G2d,11,4.0,0.0,0.0,4,11.0,0.0,0.0,79904,66179.0,14,6.0,0.0,0.0,2,1,EU,,1550,2014-03-13,NIP-2,1.0,0.0
2319,ROX,KDM,4,17.0,0.0,1.0,17,4.0,0.0,4.0,53724,66146.0,8,48.0,2.0,8.0,1,2,KR,KR,2371,2015-05-23,KDM,0.0,1.0
2320,WE,IG,14,15.0,0.0,0.0,15,14.0,0.0,0.0,59612,65200.0,26,36.0,0.0,0.0,1,1,CN,CN,1750,2014-07-04,draw,0.5,0.5
2321,KDM,KT,6,17.0,0.0,0.0,17,6.0,0.0,0.0,56723,72643.0,14,35.0,0.0,0.0,3,2,KR,KR,1630,2014-04-25,KDM,1.0,0.0
2322,FW,AHQ,5,13.0,0.0,1.0,13,5.0,3.0,2.0,57914,72137.0,10,36.0,3.0,10.0,0,2,TW,TW,4808,2015-06-12,AHQ,0.0,1.0
2323,NIP,KMT,4,9.0,0.0,0.0,9,4.0,0.0,0.0,72163,87284.0,10,17.0,0.0,0.0,0,3,EU,EU,2181,2013-12-16,KMT,0.0,1.0
2324,RYL,EDG,4,13.0,0.0,1.0,13,4.0,1.0,4.0,54457,71340.0,9,35.0,4.0,8.0,0,2,CN,CN,1723,2014-04-20,EDG,0.0,1.0
2325,OMG,RYL,14,7.0,0.0,0.0,7,14.0,3.0,0.0,43659,31650.0,20,10.0,0.0,8.0,2,0,CN,CN,1007,2015-03-08,OMG,1.0,0.0
2326,DNE,CSG,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,EU,EU,1551,2014-03-21,draw,0.5,0.5
2327,EDG,RYL,14,9.0,0.0,0.0,9,14.0,0.0,0.0,78221,62703.0,40,16.0,0.0,0.0,1,1,CN,CN,1752,2014-07-05,draw,0.5,0.5
2328,LGS,TPA,22,11.0,1.0,0.0,11,22.0,3.0,2.0,72373,61306.0,68,19.0,9.0,4.0,1,1,TW,TW,4592,2015-05-28,draw,0.5,0.5
2329,RG,NIP-2,4,12.0,0.0,0.0,12,4.0,0.0,0.0,42639,62129.0,7,18.0,0.0,0.0,0,2,GB,EU,1552,2014-03-22,NIP-2,0.0,1.0
2330,Velocity Esports,The Salad Bar,18,36.0,0.0,0.0,36,18.0,0.0,0.0,68124,79491.0,47,104.0,0.0,0.0,2,1,US,US,1823,2013-05-11,Velocity Esports,1.0,0.0
2331,KTA,SKS,14,2.0,0.0,0.0,2,14.0,0.0,0.0,61000,43000.0,46,6.0,0.0,0.0,3,2,KR,KR,1663,2014-07-30,KTA,1.0,0.0
2332,RYL,Gamtee,29,22.0,0.0,0.0,22,29.0,0.0,0.0,105803,94656.0,79,51.0,0.0,0.0,2,0,CN,CN,1008,2015-03-13,RYL,1.0,0.0
2333,WE,M3,12,20.0,0.0,0.0,20,12.0,0.0,0.0,55707,71716.0,21,38.0,0.0,0.0,0,2,CN,CN,939,2015-01-23,M3,0.0,1.0
2334,EDG,OMG,10,0.0,0.0,0.0,0,10.0,2.0,0.0,0,0.0,24,0.0,3.0,2.0,3,0,CN,CN,1794,2014-08-24,EDG,1.0,0.0
2335,WE,RYL,6,16.0,0.0,0.0,16,7.0,0.0,0.0,63036,80771.0,11,37.0,0.0,0.0,1,1,CN,CN,1772,2014-07-27,draw,0.5,0.5
2336,IG,EDG,9,14.0,0.0,1.0,14,9.0,4.0,1.0,60257,68451.0,19,38.0,9.0,5.0,0,2,CN,CN,1673,2014-02-22,EDG,0.0,1.0
2337,WIN,Anarchy,17,26.0,0.0,1.0,26,17.0,3.0,1.0,59970,71260.0,45,60.0,3.0,10.0,1,2,KR,,1669,2015-05-15,Anarchy,0.0,1.0
2338,WE,EP,18,3.0,1.0,0.0,3,18.0,3.0,0.0,55380,37207.0,32,2.0,5.0,1.0,2,0,CN,,1688,2014-03-09,WE,1.0,0.0
2339,PRO,COG,20,5.0,0.0,0.0,5,20.0,0.0,0.0,56132,39274.0,50,10.0,0.0,0.0,2,1,US,US,1501,2014-07-21,PRO,1.0,0.0
2340,LGD,SS,27,6.0,0.0,0.0,6,27.0,0.0,0.0,75326,53225.0,56,12.0,0.0,0.0,1,1,CN,CN,953,2015-01-31,draw,0.5,0.5
2341,IG,EP,18,19.0,1.0,1.0,19,18.0,0.0,6.0,79856,85096.0,33,40.0,8.0,8.0,1,1,CN,,1707,2014-04-04,draw,0.5,0.5
2342,DNE,NIP-2,6,15.0,0.0,0.0,15,6.0,0.0,0.0,59324,76798.0,7,24.0,0.0,0.0,0,2,EU,EU,1553,2014-03-29,NIP-2,0.0,1.0
2343,LGD,Gamtee,20,10.0,0.0,0.0,10,20.0,0.0,0.0,71654,58251.0,49,20.0,0.0,0.0,1,1,CN,CN,985,2015-02-27,draw,0.5,0.5
2344,Positive Energy,OMG,9,21.0,0.0,2.0,21,9.0,2.0,2.0,45340,61325.0,11,40.0,5.0,10.0,0,2,CN,CN,1674,2014-02-22,OMG,0.0,1.0
2345,TPA,M17,16,5.0,0.0,0.0,5,16.0,3.0,1.0,51184,45054.0,39,10.0,9.0,4.0,1,1,TW,HK,4807,2015-06-12,draw,0.5,0.5
2346,SKT,IMiracle,13,4.0,0.0,0.0,4,13.0,0.0,0.0,0,0.0,30,8.0,0.0,0.0,2,0,KR,KR,1636,2014-06-21,SKT,1.0,0.0
2347,RYL,WEA,24,6.0,0.0,0.0,6,24.0,0.0,0.0,55979,38372.0,48,7.0,0.0,0.0,1,1,CN,CN,1773,2014-08-01,draw,0.5,0.5
2348,WE,IG,36,26.0,3.0,1.0,27,36.0,5.0,2.0,114121,97887.0,110,68.0,9.0,6.0,1,1,CN,CN,1724,2014-04-20,draw,0.5,0.5
2349,EP,LGD,21,17.0,0.0,1.0,17,21.0,1.0,3.0,64385,62524.0,53,30.0,7.0,3.0,2,0,,CN,1675,2014-02-23,EP,1.0,0.0
2350,SKS,SSW,3,17.0,0.0,0.0,21,3.0,0.0,0.0,43000,52000.0,7,35.0,0.0,0.0,0,3,KR,KR,1666,2014-08-06,SSW,0.0,1.0
2351,IMiracle,KDM,5,15.0,0.0,2.0,15,5.0,1.0,3.0,52669,70011.0,10,33.0,1.0,11.0,0,2,KR,KR,884,2015-01-31,KDM,0.0,1.0
2352,LGD,Young Glory,19,18.0,0.0,0.0,18,19.0,0.0,0.0,72267,73223.0,48,34.0,0.0,0.0,1,1,CN,CN,1753,2014-07-06,draw,0.5,0.5
2353,G2d,NIP-2,6,20.0,0.0,0.0,20,7.0,0.0,0.0,52674,72110.0,8,42.0,0.0,0.0,0,2,,EU,1598,2014-07-26,NIP-2,0.0,1.0
2354,KNG,EP,28,7.0,0.0,0.0,8,28.0,0.0,0.0,72249,53136.0,70,24.0,0.0,0.0,2,0,CN,,940,2015-01-24,KNG,1.0,0.0
2355,WE,RYL,11,3.0,1.0,0.0,3,11.0,3.0,0.0,56366,38095.0,20,8.0,9.0,0.0,2,0,CN,CN,1676,2014-02-23,WE,1.0,0.0
2356,WE,VG,9,22.0,0.0,0.0,22,9.0,0.0,0.0,58835,72050.0,29,54.0,0.0,0.0,1,1,CN,CN,954,2015-01-31,draw,0.5,0.5
2357,OMG,RYL,20,5.0,2.0,0.0,5,20.0,3.0,1.0,67555,50351.0,36,11.0,11.0,1.0,2,0,CN,CN,1708,2014-04-04,OMG,1.0,0.0
2358,CJB,JAG,16,19.0,0.0,0.0,20,14.0,0.0,0.0,0,0.0,39,30.0,0.0,0.0,1,1,KR,KR,1658,2014-07-12,draw,0.5,0.5
2359,KDM,NBS,15,7.0,0.0,0.0,7,17.0,0.0,0.0,0,0.0,39,11.0,0.0,0.0,1,1,KR,KR,1643,2014-06-27,draw,0.5,0.5
2360,OMG,LGD,18,29.0,0.0,0.0,29,18.0,0.0,0.0,83639,93172.0,51,69.0,0.0,0.0,0,2,CN,CN,1050,2015-04-11,LGD,0.0,1.0
2361,CST,T8,24,11.0,0.0,0.0,11,24.0,0.0,0.0,68433,59059.0,68,28.0,0.0,0.0,2,0,US,US,1502,2014-07-27,CST,1.0,0.0
2362,CLG,Azure Cats,16,2.0,0.0,0.0,2,14.0,0.0,0.0,52878,32793.0,47,3.0,0.0,0.0,3,0,US,US,1824,2013-05-13,CLG,1.0,0.0
2363,MS,EUO,12,9.0,0.0,0.0,9,12.0,0.0,0.0,65260,58015.0,34,27.0,0.0,0.0,2,0,EU,EU,1526,2014-01-31,MS,1.0,0.0
2364,TPA,FW,16,15.0,0.0,2.0,15,16.0,3.0,2.0,60452,63276.0,39,49.0,4.0,7.0,0,2,TW,TW,4586,2015-05-21,FW,0.0,1.0
2365,ROX,JAG,12,22.0,0.0,2.0,22,12.0,1.0,6.0,75525,92691.0,27,54.0,3.0,9.0,2,1,KR,KR,874,2015-01-17,ROX,1.0,0.0
2366,LGS,HKE,6,20.0,0.0,1.0,20,6.0,2.0,2.0,45764,63462.0,15,48.0,3.0,9.0,0,2,TW,HK,4806,2015-06-11,HKE,0.0,1.0
2367,CSG,RG,6,22.0,0.0,0.0,22,6.0,0.0,0.0,56008,66334.0,9,42.0,0.0,0.0,0,2,EU,GB,1554,2014-03-28,RG,0.0,1.0
2368,KDM,KT,2,14.0,0.0,0.0,14,3.0,0.0,0.0,0,0.0,2,41.0,0.0,0.0,1,1,KR,KR,1644,2014-07-02,draw,0.5,0.5
2369,M3,IG,15,19.0,0.0,0.0,19,15.0,0.0,0.0,70398,81771.0,39,54.0,0.0,0.0,1,1,CN,CN,973,2015-02-13,draw,0.5,0.5
2370,OMG,WEA,23,11.0,0.0,0.0,11,23.0,0.0,0.0,62742,44553.0,60,27.0,0.0,0.0,2,0,CN,CN,1754,2014-07-06,OMG,1.0,0.0
2371,SSB,SKT,18,15.0,0.0,0.0,15,18.0,0.0,0.0,0,0.0,50,32.0,0.0,0.0,2,0,KR,KR,1637,2014-06-27,SSB,1.0,0.0
2372,IG,VG,7,17.0,0.0,0.0,17,7.0,0.0,0.0,42311,55409.0,16,41.0,0.0,0.0,1,1,CN,CN,1009,2015-03-13,draw,0.5,0.5
2373,OMG,LGD,28,11.0,0.0,0.0,11,28.0,0.0,0.0,61267,46311.0,55,27.0,0.0,0.0,2,0,CN,CN,1774,2014-08-01,OMG,1.0,0.0
2374,IMiracle,IM1,22,14.0,0.0,0.0,14,22.0,0.0,0.0,0,0.0,46,25.0,0.0,0.0,2,0,KR,KR,1638,2014-07-02,IMiracle,1.0,0.0
2375,KT,JAF,21,5.0,0.0,0.0,10,16.0,0.0,0.0,81000,44000.0,62,16.0,0.0,0.0,1,1,KR,KR,1645,2014-07-05,draw,0.5,0.5
2376,H2K,PS,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,1,EU,EU,1527,2014-02-01,H2K,1.0,0.0
2377,EDG,LGD,24,19.0,0.0,0.0,19,24.0,0.0,0.0,76503,75438.0,55,41.0,0.0,0.0,2,0,CN,CN,1010,2015-03-13,EDG,1.0,0.0
2378,IG,LGD,18,14.0,0.0,0.0,14,18.0,0.0,0.0,64754,50356.0,53,32.0,0.0,0.0,1,1,CN,CN,1775,2014-08-02,draw,0.5,0.5
2379,Positive Energy,LGD,7,21.0,0.0,0.0,21,7.0,0.0,2.0,28964,39967.0,13,51.0,2.0,5.0,1,1,CN,CN,1725,2014-04-25,draw,0.5,0.5
2380,ALL,Team ALTERNATE,12,22.0,0.0,0.0,22,12.0,0.0,0.0,65820,77565.0,34,53.0,0.0,0.0,2,1,EU,PL,2174,2013-08-23,ALL,1.0,0.0
2381,EDG,OMG,17,23.0,0.0,0.0,23,17.0,0.0,0.0,69144,83396.0,29,59.0,0.0,0.0,1,1,CN,CN,987,2015-02-27,draw,0.5,0.5
2382,VG,LGD,9,22.0,0.0,0.0,22,9.0,0.0,0.0,60517,77872.0,17,46.0,0.0,0.0,0,2,CN,CN,974,2015-02-13,LGD,0.0,1.0
2383,KNG,EP,17,13.0,0.0,0.0,13,17.0,0.0,0.0,63228,53532.0,47,32.0,0.0,0.0,2,0,CN,,1011,2015-03-13,KNG,1.0,0.0
2384,SSB,IMiracle,7,16.0,0.0,0.0,16,7.0,0.0,0.0,0,0.0,16,46.0,0.0,0.0,1,1,KR,KR,1639,2014-07-05,draw,0.5,0.5
2385,OMG,IG,16,18.0,1.0,0.0,18,16.0,4.0,2.0,72441,64423.0,37,46.0,9.0,7.0,1,1,CN,CN,1726,2014-04-25,draw,0.5,0.5
2386,AS,HKE,3,20.0,0.0,2.0,20,3.0,0.0,4.0,48100,70053.0,8,60.0,1.0,10.0,1,1,TW,HK,4585,2015-05-20,draw,0.5,0.5
2387,IG,RYL,14,13.0,0.0,0.0,13,14.0,0.0,0.0,63598,69040.0,38,30.0,0.0,0.0,1,1,CN,CN,1755,2014-07-11,draw,0.5,0.5
2388,EDG,WEA,20,12.0,0.0,0.0,12,20.0,0.0,0.0,76083,57201.0,49,22.0,0.0,0.0,2,0,CN,CN,1776,2014-08-02,EDG,1.0,0.0
2389,VG,Gamtee,21,10.0,0.0,0.0,10,21.0,0.0,0.0,75553,62080.0,62,20.0,0.0,0.0,1,1,CN,CN,941,2015-01-24,draw,0.5,0.5
2390,RYL,EP,6,15.0,0.0,0.0,15,6.0,0.0,0.0,39474,51618.0,10,41.0,0.0,0.0,0,2,CN,,988,2015-02-28,EP,0.0,1.0
2391,SKT,SKS,16,1.0,0.0,0.0,1,16.0,0.0,0.0,58533,37525.0,40,2.0,0.0,0.0,1,1,KR,KR,1601,2014-03-12,draw,0.5,0.5
2392,EDG,EP,24,8.0,0.0,0.0,8,24.0,0.0,0.0,66235,49149.0,74,20.0,0.0,0.0,2,0,CN,,1051,2015-04-11,EDG,1.0,0.0
2393,SKT,IM1,22,6.0,0.0,0.0,6,22.0,0.0,0.0,0,0.0,51,13.0,0.0,0.0,1,1,KR,KR,1640,2014-07-11,draw,0.5,0.5
2394,OMG,KNG,19,7.0,0.0,0.0,7,19.0,0.0,0.0,49077,30635.0,39,12.0,0.0,0.0,2,0,CN,CN,975,2015-02-13,OMG,1.0,0.0
2395,WE,OMG,11,12.0,0.0,0.0,12,11.0,0.0,0.0,53110,64059.0,36,27.0,0.0,0.0,0,2,CN,CN,942,2015-01-24,OMG,0.0,1.0
2396,SKP,NIP-2,23,11.0,0.0,0.0,11,23.0,0.0,0.0,66915,47541.0,60,23.0,0.0,0.0,2,1,EU,EU,1599,2014-07-31,SKP,1.0,0.0
2397,COW,C9,1,13.0,0.0,0.0,13,1.0,0.0,0.0,26655,44137.0,2,26.0,0.0,0.0,0,3,US,US,1825,2013-05-12,C9,0.0,1.0
2398,WE,LGD,27,19.0,0.0,0.0,19,27.0,0.0,0.0,69409,55388.0,70,48.0,0.0,0.0,2,0,CN,CN,1756,2014-07-11,WE,1.0,0.0
2399,SKT,SSG,17,10.0,0.0,1.0,10,17.0,2.0,2.0,56567,48915.0,46,23.0,8.0,4.0,2,0,KR,KR,885,2015-02-04,SKT,1.0,0.0
2400,SSG,SBE,9,5.0,2.0,0.0,5,10.0,2.0,2.0,53099,45263.0,35,10.0,8.0,2.0,2,0,KR,KR,1670,2015-05-16,SSG,1.0,0.0
2401,AHQ,HKE,31,9.0,1.0,0.0,9,31.0,3.0,0.0,63470,42339.0,78,25.0,9.0,0.0,2,0,TW,HK,4591,2015-05-27,AHQ,1.0,0.0
2402,OMG,EP,27,9.0,1.0,0.0,9,27.0,3.0,0.0,63605,39873.0,60,23.0,9.0,0.0,2,0,CN,,1690,2014-03-14,OMG,1.0,0.0
2403,M3,SS,18,9.0,0.0,0.0,9,18.0,0.0,0.0,67459,53557.0,47,21.0,0.0,0.0,2,0,CN,CN,989,2015-02-28,M3,1.0,0.0
2404,Lemondogs,GMB,14,4.0,0.0,0.0,4,14.0,0.0,0.0,68718,58525.0,39,2.0,0.0,0.0,2,0,,RU,2175,2013-08-24,Lemondogs,1.0,0.0
2405,IG,WEA,12,26.0,0.0,0.0,26,12.0,0.0,0.0,49472,68984.0,28,68.0,0.0,0.0,1,1,CN,CN,1757,2014-07-12,draw,0.5,0.5
2406,OMG,RYL,9,17.0,0.0,0.0,17,9.0,0.0,0.0,44851,56011.0,21,32.0,0.0,0.0,0,2,CN,CN,1777,2014-08-03,RYL,0.0,1.0
2407,Prime Optimus,KTA,3,18.0,0.0,0.0,18,3.0,0.0,0.0,35244,55586.0,6,32.0,0.0,0.0,0,2,KR,KR,1602,2014-03-15,KTA,0.0,1.0
2408,RYL,LGD,15,14.0,0.0,2.0,14,15.0,2.0,3.0,66907,77317.0,44,36.0,2.0,9.0,0,2,CN,CN,1691,2014-03-15,LGD,0.0,1.0
2409,GMB,FNC,26,13.0,0.0,0.0,13,26.0,0.0,0.0,69117,54546.0,38,13.0,0.0,0.0,2,3,RU,EU,1267,2013-04-28,FNC,0.0,1.0
2410,FNA,DD,5,12.0,0.0,1.0,12,5.0,0.0,3.0,41642,54717.0,9,30.0,1.0,8.0,0,2,EU,EU,2339,2015-01-22,DD,0.0,1.0
2411,CST,TGF,15,2.0,0.0,0.0,2,15.0,0.0,0.0,56915,40303.0,47,7.0,0.0,0.0,2,0,US,US,1477,2014-06-08,CST,1.0,0.0
2412,WE,IG,16,4.0,0.0,0.0,4,16.0,0.0,0.0,55192,36746.0,45,12.0,0.0,0.0,1,1,CN,CN,1778,2014-08-03,draw,0.5,0.5
2413,KTA,KDM,8,12.0,0.0,0.0,12,8.0,0.0,0.0,101000,94000.0,21,26.0,0.0,0.0,3,2,KR,KR,1659,2014-07-16,KTA,1.0,0.0
2414,FNC,ALL,23,8.0,0.0,0.0,8,23.0,0.0,0.0,70073,53120.0,60,16.0,0.0,0.0,2,0,EU,EU,2176,2013-08-24,FNC,1.0,0.0
2415,MSP,RCK,11,3.0,1.0,0.0,3,11.0,2.0,1.0,50144,35095.0,27,6.0,9.0,0.0,2,1,EU,EU,2340,2015-01-28,MSP,1.0,0.0
2416,JAG,Anarchy,16,2.0,1.0,0.0,2,16.0,4.0,0.0,56153,46068.0,49,2.0,7.0,3.0,2,0,KR,,2372,2015-05-27,JAG,1.0,0.0
2417,H2K,CN,17,3.0,0.0,0.0,3,17.0,0.0,0.0,55176,35375.0,35,10.0,0.0,0.0,2,0,EU,EU,1593,2014-07-11,H2K,1.0,0.0
2418,Positive Energy,WE,4,12.0,0.0,2.0,12,4.0,1.0,2.0,36717,55231.0,6,27.0,0.0,10.0,0,2,CN,CN,1678,2014-02-28,WE,0.0,1.0
2419,IG,LGD,18,19.0,1.0,1.0,19,18.0,1.0,4.0,68397,67535.0,48,41.0,7.0,8.0,2,0,CN,CN,1710,2014-04-05,IG,1.0,0.0
2420,WE,IG,11,7.0,0.0,0.0,7,11.0,0.0,0.0,56464,48081.0,26,24.0,0.0,0.0,2,0,CN,CN,990,2015-02-28,WE,1.0,0.0
2421,NIP-2,TTD,16,5.0,0.0,0.0,5,16.0,0.0,0.0,62050,45029.0,24,8.0,0.0,0.0,2,0,EU,EU,1528,2014-02-07,NIP-2,1.0,0.0
2422,JAG,KT,1,13.0,0.0,2.0,13,1.0,0.0,5.0,47989,66868.0,3,40.0,1.0,8.0,0,2,KR,KR,2378,2015-05-30,KT,0.0,1.0
2423,SSG,Xenics Storm,19,10.0,2.0,0.0,10,19.0,3.0,1.0,65299,51276.0,48,22.0,10.0,2.0,2,0,KR,KR,1671,2015-05-16,SSG,1.0,0.0
2424,SSW,IM1,18,11.0,0.0,0.0,11,18.0,0.0,0.0,70841,53845.0,48,26.0,0.0,0.0,2,0,KR,KR,1609,2014-03-15,SSW,1.0,0.0
2425,SSW,SKS,19,9.0,0.0,0.0,9,19.0,0.0,0.0,0,0.0,58,22.0,0.0,0.0,1,1,KR,KR,1647,2014-06-20,draw,0.5,0.5
2426,GMB,NBS,21,12.0,0.0,0.0,12,21.0,0.0,0.0,67978,60095.0,64,35.0,0.0,0.0,1,2,RU,KR,1360,2013-09-24,NBS,0.0,1.0
