,teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date,winner,team_1_mark,team_2_mark
618,ALL,MYM,20,11.0,2.0,0.0,11,20.0,0.0,5.0,64981,56096.0,48,22.0,9.0,5.0,1,0,EU,PL,541,2014-03-22,ALL,1.0,0.0
619,EG,CRS,17,5.0,1.0,0.0,5,17.0,3.0,1.0,56216,43780.0,42,13.0,6.0,4.0,1,0,US,US,227,2014-04-07,EG,1.0,0.0
620,MYM,UOL,15,12.0,1.0,0.0,12,15.0,1.0,4.0,67957,69489.0,40,33.0,4.0,11.0,0,1,PL,EU,738,2015-02-14,UOL,0.0,1.0
621,EDG,BJK,27,3.0,1.0,0.0,5,27.0,3.0,0.0,50580,27380.0,52,5.0,10.0,0.0,1,0,CN,TR,1812,2015-05-09,EDG,1.0,0.0
622,MYM,ROC,12,8.0,1.0,0.0,8,12.0,2.0,2.0,79076,64988.0,33,18.0,10.0,3.0,1,0,PL,EU,583,2014-05-22,MYM,1.0,0.0
623,CLG,CST,17,9.0,1.0,0.0,9,17.0,1.0,2.0,62673,50050.0,38,18.0,8.0,2.0,1,0,US,US,149,2014-02-03,CLG,1.0,0.0
624,XDG,TSM,22,19.0,2.0,1.0,19,22.0,5.0,3.0,94629,86463.0,69,32.0,10.0,7.0,1,0,US,US,228,2014-04-07,XDG,1.0,0.0
625,CRS,LMQ,14,7.0,2.0,0.0,8,14.0,4.0,1.0,71212,56275.0,38,17.0,9.0,2.0,1,0,US,US,341,2014-08-03,CRS,1.0,0.0
626,T8,CLG,10,19.0,0.0,0.0,19,10.0,1.0,3.0,50254,58051.0,20,53.0,4.0,8.0,0,1,US,US,440,2015-03-29,CLG,0.0,1.0
627,FNC,SK,6,12.0,0.0,0.0,12,6.0,0.0,0.0,76500,88900.0,14,25.0,0.0,0.0,0,1,EU,EU,2118,2013-07-15,SK,0.0,1.0
628,C9,CST,9,19.0,0.0,2.0,19,9.0,3.0,2.0,66040,66739.0,13,29.0,8.0,7.0,1,0,US,US,229,2014-04-07,C9,1.0,0.0
629,C9,XDG,18,3.0,1.0,0.0,3,18.0,3.0,0.0,54749,37864.0,52,7.0,10.0,3.0,1,0,US,US,151,2014-02-09,C9,1.0,0.0
630,TDK,NME,15,16.0,0.0,3.0,16,15.0,3.0,3.0,72731,78670.0,43,36.0,4.0,10.0,0,1,US,US,1978,2015-06-08,NME,0.0,1.0
631,ROC,CW,7,17.0,0.0,1.0,17,7.0,1.0,4.0,60078,72336.0,16,42.0,4.0,9.0,0,1,EU,DK,739,2015-02-20,CW,0.0,1.0
632,CLG,CLB,17,22.0,0.0,4.0,22,17.0,2.0,6.0,88085,107045.0,42,64.0,7.0,11.0,0,1,US,US,343,2014-08-03,CLB,0.0,1.0
633,ALL,FNC,13,6.0,2.0,0.0,6,13.0,3.0,1.0,64191,53404.0,40,14.0,10.0,4.0,1,0,EU,EU,584,2014-05-22,ALL,1.0,0.0
634,CW,H2K,18,12.0,1.0,0.0,12,18.0,4.0,2.0,80464,71496.0,53,32.0,9.0,6.0,1,0,DK,EU,701,2015-01-23,CW,1.0,0.0
635,COW,CLG,27,14.0,0.0,0.0,14,27.0,0.0,0.0,73701,60633.0,70,26.0,0.0,0.0,1,0,US,US,77,2013-04-05,COW,1.0,0.0
636,FNC,CW,16,7.0,1.0,1.0,7,16.0,1.0,4.0,69214,59144.0,39,20.0,10.0,3.0,1,0,EU,DK,542,2014-03-22,FNC,1.0,0.0
637,Ex Nihilo,CK,12,24.0,1.0,1.0,24,12.0,4.0,2.0,73653,78938.0,33,65.0,8.0,7.0,2,0,EU,EU,2357,2015-06-04,Ex Nihilo,1.0,0.0
638,CST,CRS,14,22.0,0.0,0.0,22,14.0,0.0,0.0,62419,69004.0,24,59.0,0.0,0.0,0,1,US,US,78,2013-04-05,CRS,0.0,1.0
639,XDG,EG,9,28.0,0.0,3.0,28,9.0,1.0,5.0,60293,90099.0,11,63.0,1.0,11.0,0,1,US,US,230,2014-04-07,EG,0.0,1.0
640,SKT,FNC,16,26.0,1.0,1.0,26,16.0,4.0,2.0,75017,73990.0,52,65.0,9.0,5.0,1,0,KR,EU,1813,2015-05-09,SKT,1.0,0.0
641,CRS,DIG,19,13.0,1.0,0.0,13,19.0,2.0,3.0,69686,62552.0,43,25.0,8.0,3.0,1,0,US,US,154,2014-02-09,CRS,1.0,0.0
642,S04,GIA,22,10.0,0.0,1.0,10,22.0,4.0,0.0,72415,65553.0,41,23.0,7.0,8.0,0,1,EU,EU,740,2015-02-20,GIA,0.0,1.0
643,SK,ROC,16,4.0,2.0,0.0,4,16.0,4.0,1.0,68544,51386.0,44,6.0,9.0,2.0,1,0,EU,EU,702,2015-01-23,SK,1.0,0.0
644,CLG,EG,19,6.0,1.0,0.0,6,19.0,1.0,2.0,56431,41367.0,47,13.0,9.0,1.0,1,0,US,US,155,2014-02-10,CLG,1.0,0.0
645,DIG,T8,27,15.0,1.0,0.0,15,27.0,2.0,3.0,70458,58026.0,68,32.0,9.0,6.0,1,0,US,US,396,2015-02-16,DIG,1.0,0.0
646,XDG,TSM,18,7.0,0.0,0.0,7,18.0,0.0,0.0,55617,40243.0,54,13.0,0.0,0.0,1,0,US,US,79,2013-04-05,XDG,1.0,0.0
647,EDG,M3,25,10.0,0.0,0.0,10,25.0,4.0,0.0,62411,43510.0,53,17.0,10.0,1.0,2,0,CN,CN,2453,2015-06-12,EDG,1.0,0.0
648,Team MRN,COW,25,17.0,0.0,0.0,17,25.0,0.0,0.0,85512,79101.0,63,41.0,0.0,0.0,1,0,US,US,80,2013-04-05,Team MRN,1.0,0.0
649,UOL,GMB,11,28.0,0.0,1.0,28,11.0,1.0,3.0,53299,62215.0,23,62.0,5.0,9.0,0,1,EU,RU,782,2015-03-27,GMB,0.0,1.0
650,C9,CST,17,4.0,1.0,0.0,4,17.0,3.0,1.0,64308,47029.0,48,9.0,10.0,3.0,1,0,US,US,157,2014-02-10,C9,1.0,0.0
651,TSM,C9,2,12.0,0.0,1.0,12,2.0,0.0,4.0,49561,71440.0,4,24.0,3.0,10.0,0,1,US,US,344,2014-08-03,C9,0.0,1.0
652,ROC,SK,3,8.0,0.0,1.0,8,3.0,0.0,2.0,32000,43480.0,5,15.0,2.0,7.0,0,1,EU,EU,509,2014-02-22,SK,0.0,1.0
653,XDG,COW,14,29.0,0.0,0.0,29,14.0,0.0,0.0,49726,63117.0,31,72.0,0.0,0.0,0,1,US,US,82,2013-04-06,COW,0.0,1.0
654,GMB,UOL,7,18.0,0.0,0.0,18,7.0,0.0,3.0,36489,48932.0,14,46.0,2.0,9.0,0,1,RU,EU,703,2015-01-23,UOL,0.0,1.0
655,XDG,TSM,9,20.0,0.0,0.0,20,9.0,0.0,0.0,38679,55314.0,22,50.0,0.0,0.0,0,2,US,US,1946,2013-09-01,TSM,0.0,1.0
656,MIL,CW,7,14.0,0.0,1.0,14,7.0,2.0,2.0,52137,64987.0,13,25.0,2.0,8.0,0,1,EU,DK,543,2014-03-28,CW,0.0,1.0
657,CLG,DIG,18,3.0,1.0,0.0,3,18.0,2.0,1.0,57198,41478.0,48,2.0,10.0,3.0,1,0,US,US,292,2014-06-30,CLG,1.0,0.0
658,DIG,CLG,5,14.0,0.0,1.0,14,5.0,1.0,3.0,45936,63273.0,14,42.0,2.0,11.0,0,1,US,US,400,2015-02-22,CLG,0.0,1.0
659,XDG,DIG,21,9.0,2.0,0.0,9,21.0,4.0,3.0,86569,72452.0,58,11.0,9.0,5.0,1,0,US,US,158,2014-02-10,XDG,1.0,0.0
660,M3,KNG,25,8.0,0.0,0.0,8,25.0,4.0,0.0,65257,48573.0,64,17.0,9.0,1.0,2,0,CN,CN,2425,2015-05-24,M3,1.0,0.0
661,TSM,CLG,15,2.0,2.0,0.0,2,15.0,3.0,1.0,70609,52465.0,48,5.0,9.0,3.0,1,0,US,US,286,2014-06-29,TSM,1.0,0.0
662,FNC,SK,29,14.0,2.0,1.0,14,29.0,4.0,2.0,82591,66526.0,67,40.0,10.0,4.0,1,0,EU,EU,741,2015-02-20,FNC,1.0,0.0
663,MYM,SK,9,10.0,0.0,0.0,10,9.0,0.0,5.0,54673,62133.0,18,24.0,4.0,8.0,0,1,PL,EU,704,2015-01-24,SK,0.0,1.0
664,NME,T8,11,14.0,0.0,2.0,14,11.0,3.0,2.0,57746,64164.0,33,44.0,4.0,8.0,0,1,US,US,1980,2015-06-14,T8,0.0,1.0
665,CLG,TSM,5,18.0,0.0,0.0,18,6.0,0.0,0.0,28912,38957.0,11,35.0,0.0,0.0,0,1,US,US,61,2013-03-23,TSM,0.0,1.0
666,FNC,CW,23,3.0,1.0,0.0,3,23.0,2.0,0.0,58037,35527.0,44,6.0,9.0,0.0,1,0,EU,DK,586,2014-05-23,FNC,1.0,0.0
667,CLG,TSM,13,27.0,1.0,1.0,27,13.0,0.0,5.0,61733,81418.0,28,69.0,4.0,10.0,0,1,US,US,166,2014-02-17,TSM,0.0,1.0
668,CLG,C9,28,7.0,1.0,0.0,7,28.0,4.0,0.0,68201,47736.0,64,14.0,8.0,3.0,1,0,US,US,159,2014-02-16,CLG,1.0,0.0
669,TSM,CLB,20,7.0,1.0,0.0,7,20.0,2.0,1.0,61384,43126.0,45,13.0,10.0,1.0,1,0,US,US,246,2014-05-25,TSM,1.0,0.0
670,SS,EP,25,7.0,0.0,0.0,7,25.0,0.0,0.0,69985,51334.0,63,11.0,0.0,0.0,2,0,CN,,1028,2015-03-22,SS,1.0,0.0
671,Team MRN,CST,10,22.0,0.0,0.0,22,10.0,0.0,0.0,45022,57860.0,22,72.0,0.0,0.0,0,1,US,US,83,2013-04-06,CST,0.0,1.0
672,CRS,CLB,20,12.0,3.0,0.0,12,20.0,3.0,4.0,100223,95176.0,53,31.0,10.0,9.0,1,0,US,US,293,2014-06-30,CRS,1.0,0.0
673,GIA,CW,18,5.0,1.0,1.0,5,19.0,4.0,1.0,66039,51794.0,34,12.0,9.0,1.0,1,0,EU,DK,705,2015-01-24,GIA,1.0,0.0
674,CRS,XDG,14,6.0,0.0,0.0,6,14.0,0.0,0.0,57382,43033.0,38,15.0,0.0,0.0,1,0,US,US,84,2013-04-06,CRS,1.0,0.0
675,FNC,SK,23,2.0,0.0,0.0,2,23.0,3.0,0.0,58241,38924.0,50,1.0,10.0,1.0,1,0,EU,EU,462,2014-01-16,FNC,1.0,0.0
676,SK,MYM,20,12.0,2.0,0.0,12,20.0,5.0,0.0,67497,58019.0,61,33.0,8.0,4.0,1,0,EU,PL,783,2015-03-27,SK,1.0,0.0
677,DIG,COW,30,18.0,0.0,0.0,18,30.0,0.0,0.0,73321,59125.0,61,50.0,0.0,0.0,1,0,US,US,64,2013-03-23,DIG,1.0,0.0
678,ROC,GMB,19,13.0,1.0,1.0,13,20.0,3.0,2.0,76114,65018.0,46,30.0,9.0,7.0,1,0,EU,RU,706,2015-01-24,ROC,1.0,0.0
679,MIL,GMB,20,6.0,1.0,0.0,6,20.0,3.0,0.0,63444,43286.0,32,6.0,11.0,2.0,1,0,EU,RU,587,2014-05-23,MIL,1.0,0.0
680,DIG,LMQ,19,7.0,1.0,0.0,7,19.0,4.0,1.0,67706,46140.0,43,19.0,10.0,0.0,1,0,US,US,289,2014-06-29,DIG,1.0,0.0
681,EG,CRS,33,21.0,0.0,0.0,21,33.0,2.0,2.0,70606,56394.0,89,48.0,9.0,2.0,1,0,US,US,160,2014-02-16,EG,1.0,0.0
682,CWA,G2,14,6.0,1.0,0.0,6,14.0,2.0,1.0,49949,40412.0,22,10.0,9.0,3.0,2,0,DK,EU,862,2015-04-01,CWA,1.0,0.0
683,LMQ,C9,11,19.0,1.0,0.0,19,11.0,2.0,3.0,57761,63416.0,26,44.0,7.0,7.0,0,1,US,US,294,2014-07-05,C9,0.0,1.0
684,C9,CLG,15,11.0,2.0,0.0,11,15.0,3.0,3.0,73204,66067.0,46,35.0,10.0,5.0,1,0,US,US,402,2015-02-23,C9,1.0,0.0
685,MIL,GMB,7,13.0,0.0,1.0,13,7.0,0.0,3.0,44371,61799.0,11,40.0,1.0,9.0,0,1,EU,RU,463,2014-01-16,GMB,0.0,1.0
686,CLG,NME,19,15.0,3.0,0.0,15,19.0,3.0,4.0,84247,74378.0,53,36.0,10.0,7.0,1,0,US,US,1989,2015-06-15,CLG,1.0,0.0
687,F5,NME,7,12.0,0.0,1.0,12,7.0,0.0,4.0,48638,60633.0,10,26.0,3.0,11.0,0,1,US,US,820,2015-03-25,NME,0.0,1.0
688,CLB,DIG,3,23.0,0.0,1.0,23,3.0,1.0,3.0,41206,63514.0,5,48.0,3.0,10.0,0,1,US,US,241,2014-05-24,DIG,0.0,1.0
689,TSM,CLG,13,6.0,0.0,0.0,6,13.0,0.0,0.0,58418,49269.0,34,14.0,0.0,0.0,1,0,US,US,65,2013-03-31,TSM,1.0,0.0
690,Team ALTERNATE,Lemondogs,25,7.0,0.0,0.0,8,25.0,0.0,0.0,48800,34900.0,61,16.0,0.0,0.0,1,0,PL,EU,2068,2013-06-16,Team ALTERNATE,1.0,0.0
691,TL,TSM,23,21.0,2.0,0.0,21,23.0,7.0,0.0,91351,89390.0,48,61.0,11.0,3.0,1,0,US,US,403,2015-02-23,TL,1.0,0.0
692,TSM,CST,10,2.0,1.0,0.0,2,10.0,2.0,0.0,42429,30944.0,21,4.0,7.0,2.0,1,0,US,US,401,2015-02-22,TSM,1.0,0.0
693,CLB,CLG,6,14.0,0.0,2.0,14,6.0,1.0,3.0,52099,63745.0,7,30.0,4.0,8.0,0,1,US,US,295,2014-07-05,CLG,0.0,1.0
694,CRS,Team MRN,20,3.0,0.0,0.0,3,20.0,0.0,0.0,54770,36005.0,54,11.0,0.0,0.0,1,0,US,US,85,2013-04-12,CRS,1.0,0.0
695,MS,Ex Nihilo,17,14.0,2.0,0.0,14,17.0,3.0,2.0,70673,63209.0,48,29.0,7.0,3.0,2,0,EU,EU,2360,2015-06-11,MS,1.0,0.0
696,TSM,DIG,17,4.0,0.0,0.0,4,17.0,0.0,0.0,52376,33688.0,40,9.0,0.0,0.0,1,0,US,US,6,2013-02-09,TSM,1.0,0.0
697,DIG,CLG,1,7.0,0.0,0.0,7,1.0,0.0,0.0,30641,45256.0,1,20.0,0.0,0.0,0,1,US,US,86,2013-04-12,CLG,0.0,1.0
698,DIG,EG,16,15.0,2.0,1.0,15,16.0,4.0,2.0,83842,73665.0,31,33.0,9.0,6.0,1,0,US,US,245,2014-05-25,DIG,1.0,0.0
699,S04,GIA,10,30.0,0.0,2.0,30,10.0,0.0,3.0,54214,74783.0,24,80.0,3.0,10.0,0,1,EU,EU,2200,2015-06-05,GIA,0.0,1.0
700,CST,T8,9,20.0,0.0,1.0,20,9.0,1.0,2.0,46716,62016.0,22,45.0,3.0,11.0,0,1,US,US,405,2015-02-23,T8,0.0,1.0
701,CLG,C9,23,9.0,2.0,0.0,9,23.0,4.0,0.0,75331,54738.0,62,21.0,10.0,3.0,1,0,US,US,297,2014-07-05,CLG,1.0,0.0
702,ROC,FNC,11,11.0,1.0,1.0,11,11.0,4.0,1.0,76038,74768.0,24,35.0,8.0,8.0,0,1,EU,EU,588,2014-05-23,FNC,0.0,1.0
703,DIG,TSM,3,19.0,0.0,1.0,19,3.0,0.0,2.0,29375,46217.0,8,33.0,1.0,9.0,0,1,US,US,127,2014-01-19,TSM,0.0,1.0
704,CST,XDG,24,14.0,2.0,0.0,14,24.0,3.0,1.0,74683,57801.0,33,29.0,11.0,3.0,1,0,US,US,161,2014-02-16,CST,1.0,0.0
705,TSM,CRS,12,4.0,1.0,0.0,4,12.0,2.0,1.0,51869,40273.0,36,11.0,8.0,1.0,1,0,US,US,172,2014-02-24,TSM,1.0,0.0
706,EG,LMQ,23,15.0,0.0,0.0,15,23.0,1.0,2.0,56393,44954.0,44,24.0,9.0,3.0,1,0,US,US,345,2014-08-04,EG,1.0,0.0
707,SS,Gamtee,17,6.0,0.0,0.0,6,17.0,0.0,0.0,64337,45571.0,39,13.0,0.0,0.0,2,0,CN,CN,925,2015-01-16,SS,1.0,0.0
708,XDG,DIG,8,25.0,0.0,0.0,25,8.0,0.0,0.0,42495,60646.0,24,63.0,0.0,0.0,0,1,US,US,8,2013-02-09,DIG,0.0,1.0
709,SK,GMB,21,15.0,1.0,0.0,15,21.0,2.0,1.0,66764,55218.0,51,32.0,11.0,2.0,1,0,EU,RU,544,2014-03-28,SK,1.0,0.0
710,UOL,S04,6,14.0,0.0,2.0,14,6.0,1.0,3.0,46398,59426.0,12,27.0,5.0,11.0,0,1,EU,EU,708,2015-01-24,S04,0.0,1.0
711,OMG,Newbee,26,11.0,0.0,0.0,11,26.0,3.0,2.0,82411,66828.0,84,21.0,9.0,3.0,1,1,CN,CN,2426,2015-05-24,draw,0.5,0.5
712,COW,CRS,17,23.0,0.0,0.0,23,17.0,0.0,0.0,65916,70164.0,38,63.0,0.0,0.0,0,1,US,US,87,2013-04-12,CRS,0.0,1.0
713,XDG,CRS,8,19.0,0.0,1.0,19,8.0,2.0,2.0,61453,72919.0,21,40.0,5.0,9.0,0,1,US,US,163,2014-02-17,CRS,0.0,1.0
714,TDK,CLB,32,8.0,1.0,1.0,8,32.0,3.0,1.0,67786,50066.0,65,16.0,11.0,2.0,1,0,US,US,821,2015-03-25,TDK,1.0,0.0
715,CST,Team MRN,16,8.0,0.0,0.0,8,16.0,0.0,0.0,47494,43289.0,47,19.0,0.0,0.0,1,0,US,US,88,2013-04-12,CST,1.0,0.0
716,TSM,EDG,9,27.0,0.0,1.0,28,9.0,0.0,3.0,35950,52150.0,14,52.0,0.0,11.0,0,1,US,CN,1814,2015-05-09,EDG,0.0,1.0
717,C9,DIG,24,7.0,1.0,0.0,7,24.0,2.0,2.0,60578,45028.0,41,13.0,9.0,3.0,1,0,US,US,164,2014-02-17,C9,1.0,0.0
718,NIP,Team ALTERNATE,22,8.0,0.0,0.0,8,22.0,0.0,0.0,61100,46400.0,53,21.0,0.0,0.0,1,0,EU,PL,2168,2013-08-17,NIP,1.0,0.0
719,P1,GV,14,5.0,0.0,0.0,5,14.0,3.0,0.0,53115,38082.0,45,12.0,10.0,0.0,1,0,US,US,406,2015-02-23,P1,1.0,0.0
720,CRS,TSM,19,5.0,1.0,0.0,5,19.0,4.0,0.0,61775,45527.0,39,11.0,8.0,4.0,1,0,US,US,346,2014-08-04,CRS,1.0,0.0
721,EG,CST,9,18.0,0.0,4.0,18,9.0,2.0,3.0,76343,93642.0,21,32.0,8.0,11.0,0,1,US,US,165,2014-02-17,CST,0.0,1.0
722,CRS,TSM,19,15.0,0.0,0.0,15,19.0,0.0,0.0,62493,58039.0,53,42.0,0.0,0.0,1,0,US,US,1865,2013-06-30,CRS,1.0,0.0
723,H2K,MYM,18,7.0,0.0,0.0,7,18.0,3.0,0.0,54456,39706.0,47,14.0,9.0,1.0,1,0,EU,PL,709,2015-01-30,H2K,1.0,0.0
724,ROC,ALL,10,9.0,0.0,2.0,9,10.0,1.0,4.0,60522,72231.0,25,23.0,3.0,10.0,0,1,EU,EU,545,2014-03-28,ALL,0.0,1.0
725,DIG,EG,2,18.0,0.0,1.0,18,2.0,0.0,3.0,38067,58937.0,3,28.0,1.0,11.0,0,1,US,US,167,2014-02-23,EG,0.0,1.0
726,CST,DIG,20,15.0,0.0,0.0,15,20.0,0.0,0.0,61694,58494.0,55,32.0,0.0,0.0,1,0,US,US,89,2013-04-13,CST,1.0,0.0
727,MYM,FNC,7,18.0,0.0,2.0,18,7.0,2.0,2.0,53427,68915.0,24,39.0,1.0,10.0,0,1,PL,EU,546,2014-03-28,FNC,0.0,1.0
728,UOL,GIA,24,5.0,1.0,0.0,5,24.0,3.0,0.0,58914,38462.0,61,8.0,11.0,0.0,1,0,EU,EU,710,2015-01-30,UOL,1.0,0.0
729,CLG,P1,10,20.0,0.0,1.0,20,10.0,1.0,4.0,48570,61157.0,27,36.0,2.0,11.0,0,1,US,US,443,2015-03-30,P1,0.0,1.0
730,FNC,BJK,25,4.0,1.0,0.0,4,25.0,2.0,1.0,51704,32266.0,46,5.0,11.0,0.0,1,0,EU,TR,1815,2015-05-09,FNC,1.0,0.0
731,FNC,ROC,17,14.0,3.0,1.0,15,17.0,2.0,4.0,87645,79121.0,48,31.0,9.0,6.0,1,0,EU,EU,711,2015-01-30,FNC,1.0,0.0
732,MYM,SK,13,18.0,0.0,2.0,18,13.0,5.0,1.0,75848,79648.0,38,46.0,9.0,10.0,0,1,PL,EU,589,2014-05-23,SK,0.0,1.0
733,CLG,XDG,8,10.0,0.0,0.0,10,8.0,0.0,0.0,42709,48792.0,11,32.0,0.0,0.0,0,1,US,US,1915,2013-08-02,XDG,0.0,1.0
734,SK,GMB,15,5.0,2.0,0.0,5,15.0,4.0,0.0,71598,50056.0,39,12.0,9.0,2.0,1,0,EU,RU,712,2015-01-30,SK,1.0,0.0
735,SK,ALL,8,22.0,0.0,2.0,22,8.0,0.0,5.0,64679,84555.0,13,46.0,4.0,9.0,0,1,EU,EU,547,2014-03-29,ALL,0.0,1.0
736,DRK,BWL,14,23.0,1.0,1.0,23,14.0,1.0,3.0,64853,71800.0,29,72.0,6.0,11.0,2,1,US,US,2293,2015-01-21,DRK,1.0,0.0
737,CST,Velocity Esports,24,12.0,0.0,0.0,12,24.0,0.0,0.0,71892,58303.0,56,30.0,0.0,0.0,1,0,US,US,1866,2013-06-30,CST,1.0,0.0
738,CRS,C9,9,18.0,0.0,2.0,18,9.0,1.0,4.0,50370,67514.0,21,45.0,2.0,8.0,0,1,US,US,169,2014-02-23,C9,0.0,1.0
739,CST,Velocity Esports,7,25.0,0.0,0.0,25,8.0,0.0,0.0,40207,56690.0,19,82.0,0.0,0.0,0,1,US,US,1916,2013-08-02,Velocity Esports,0.0,1.0
740,CLG,XDG,20,4.0,1.0,0.0,4,20.0,1.0,1.0,45532,30433.0,43,7.0,7.0,1.0,1,0,US,US,170,2014-02-23,CLG,1.0,0.0
741,TSM,DIG,16,14.0,0.0,2.0,14,16.0,2.0,2.0,72419,68754.0,33,32.0,7.0,7.0,0,1,US,US,1981,2015-06-14,DIG,0.0,1.0
742,CRS,C9,5,15.0,0.0,0.0,15,5.0,0.0,0.0,34515,51049.0,6,34.0,0.0,0.0,0,1,US,US,1917,2013-08-03,C9,0.0,1.0
743,C9,TSM,15,10.0,1.0,0.0,10,15.0,0.0,5.0,69895,68810.0,52,23.0,8.0,7.0,1,0,US,US,1960,2015-05-31,C9,1.0,0.0
744,MYM,GMB,12,10.0,2.0,1.0,10,12.0,3.0,3.0,87964,87087.0,27,25.0,11.0,5.0,1,0,PL,RU,548,2014-03-29,MYM,1.0,0.0
745,MYM,SK,21,10.0,0.0,1.0,10,21.0,4.0,4.0,98438,91643.0,58,31.0,10.0,7.0,1,0,PL,EU,637,2014-07-03,MYM,1.0,0.0
746,XDG,C9,34,19.0,0.0,0.0,19,34.0,0.0,0.0,69405,68931.0,92,46.0,0.0,0.0,1,0,US,US,1867,2013-07-01,XDG,1.0,0.0
747,FNC,MIL,17,9.0,2.0,0.0,9,17.0,2.0,2.0,75402,56063.0,38,13.0,10.0,3.0,1,0,EU,EU,549,2014-03-29,FNC,1.0,0.0
748,TSM,DIG,22,26.0,0.0,0.0,26,22.0,0.0,0.0,68110,75339.0,64,74.0,0.0,0.0,0,1,US,US,1918,2013-08-03,DIG,0.0,1.0
749,XDG,CRS,18,6.0,0.0,0.0,6,18.0,0.0,0.0,60541,40929.0,43,15.0,0.0,0.0,1,0,US,US,1919,2013-08-03,XDG,1.0,0.0
750,DIG,Team MRN,18,3.0,0.0,0.0,3,18.0,0.0,0.0,46716,28381.0,48,5.0,0.0,0.0,1,0,US,US,9,2013-02-15,DIG,1.0,0.0
751,WE,EP,17,6.0,0.0,0.0,7,17.0,0.0,0.0,48421,33941.0,40,16.0,0.0,0.0,2,0,CN,,1041,2015-04-05,WE,1.0,0.0
752,CW,SK,12,17.0,1.0,2.0,17,12.0,4.0,3.0,87780,93382.0,29,47.0,10.0,9.0,0,1,DK,EU,464,2014-01-16,SK,0.0,1.0
753,M17,AS,20,18.0,3.0,0.0,18,20.0,3.0,2.0,79756,64994.0,56,43.0,11.0,4.0,2,0,HK,TW,4590,2015-05-27,M17,1.0,0.0
754,LMQ,CRS,16,24.0,1.0,1.0,24,16.0,3.0,2.0,62727,68641.0,42,64.0,3.0,8.0,0,1,US,US,301,2014-07-06,CRS,0.0,1.0
755,C9,Velocity Esports,22,15.0,0.0,0.0,15,22.0,0.0,0.0,63249,47133.0,55,30.0,0.0,0.0,1,0,US,US,1920,2013-08-03,C9,1.0,0.0
756,WFX,DIG,12,26.0,0.0,2.0,27,12.0,3.0,3.0,70311,84664.0,36,74.0,6.0,9.0,0,1,US,US,404,2015-02-23,DIG,0.0,1.0
757,FNC,ROC,20,21.0,3.0,0.0,21,20.0,3.0,2.0,74675,65822.0,40,49.0,9.0,4.0,1,0,EU,EU,2201,2015-06-05,FNC,1.0,0.0
758,MIL,GMB,30,10.0,1.0,0.0,10,30.0,3.0,0.0,58097,38542.0,64,19.0,9.0,0.0,1,0,EU,RU,638,2014-07-03,MIL,1.0,0.0
759,ROC,MIL,12,2.0,1.0,0.0,2,12.0,3.0,0.0,56071,36431.0,22,1.0,9.0,0.0,1,0,EU,EU,465,2014-01-16,ROC,1.0,0.0
760,C9,CRS,2,4.0,0.0,4.0,4,2.0,1.0,5.0,74999,96623.0,6,4.0,4.0,11.0,0,1,US,US,303,2014-07-06,CRS,0.0,1.0
761,SK,MYM,20,8.0,1.0,0.0,8,20.0,3.0,2.0,72622,53919.0,48,17.0,9.0,0.0,1,0,EU,PL,466,2014-01-17,SK,1.0,0.0
762,CLG,TSM,18,9.0,0.0,0.0,9,18.0,0.0,0.0,65352,53906.0,46,19.0,0.0,0.0,1,0,US,US,1921,2013-08-03,CLG,1.0,0.0
763,CLG,LMQ,9,20.0,0.0,1.0,20,9.0,0.0,5.0,49107,69996.0,26,60.0,3.0,10.0,0,1,US,US,304,2014-07-06,LMQ,0.0,1.0
764,FNC,GMB,3,10.0,0.0,2.0,10,3.0,1.0,4.0,61370,72237.0,10,29.0,7.0,10.0,0,1,EU,RU,590,2014-05-30,GMB,0.0,1.0
765,MIL,FNC,13,16.0,0.0,2.0,16,13.0,2.0,5.0,71452,87866.0,34,49.0,5.0,9.0,0,1,EU,EU,467,2014-01-17,FNC,0.0,1.0
766,TPA,AS,19,20.0,2.0,1.0,20,19.0,3.0,3.0,82075,80766.0,48,52.0,6.0,9.0,0,2,TW,TW,4598,2015-06-04,AS,0.0,1.0
767,C9,CRS,17,7.0,1.0,0.0,7,17.0,1.0,3.0,60432,45793.0,60,19.0,8.0,3.0,2,0,US,US,233,2014-04-20,C9,1.0,0.0
768,GMB,SK,17,29.0,0.0,1.0,29,17.0,1.0,5.0,64825,75683.0,39,87.0,5.0,10.0,0,1,RU,EU,785,2015-03-28,SK,0.0,1.0
769,UOL,H2K,10,20.0,0.0,1.0,20,10.0,1.0,5.0,60531,73674.0,18,48.0,4.0,10.0,0,1,EU,EU,743,2015-02-20,H2K,0.0,1.0
770,DIG,XDG,18,5.0,1.0,0.0,5,18.0,3.0,1.0,71637,51157.0,32,10.0,11.0,1.0,1,0,US,US,174,2014-02-24,DIG,1.0,0.0
771,FNC,S04,14,3.0,2.0,0.0,3,14.0,4.0,0.0,57998,43436.0,33,10.0,10.0,3.0,1,0,EU,EU,786,2015-03-28,FNC,1.0,0.0
