teamname1,teamname2,kills1,kills2,baronkills1,baronkills2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,scheduleid
MIL,UOL,22,10,2,0,10,22,2,2,70189,56945,52,31,10,6,2187
ROX,KDM,4,17,0,1,17,4,0,4,53724,66146,8,48,2,8,2371
OMG,RYL,14,7,0,0,7,14,3,0,43659,31650,20,10,0,8,1007
RYL,Gamtee,29,22,0,0,22,29,0,0,105803,94656,79,51,0,0,1008
EDG,OMG,10,0,0,0,0,10,2,0,0,0,24,0,3,2,1794
IG,EDG,9,14,0,1,14,9,4,1,60257,68451,19,38,9,5,1673
Positive Energy,OMG,9,21,0,2,21,9,2,2,45340,61325,11,40,5,10,1674
EP,LGD,21,17,0,1,17,21,1,3,64385,62524,53,30,7,3,1675
WE,RYL,11,3,1,0,3,11,3,0,56366,38095,20,8,9,0,1676
KDM,NBS,15,7,0,0,7,17,0,0,0,0,39,11,0,0,1643
KDM,KT,2,14,0,0,14,3,0,0,0,0,2,41,0,0,1644
IG,VG,7,17,0,0,17,7,0,0,42311,55409,16,41,0,0,1009
KT,JAF,21,5,0,0,10,16,0,0,81000,44000,62,16,0,0,1645
EDG,LGD,24,19,0,0,19,24,0,0,76503,75438,55,41,0,0,1010
MIL,NIP,6,17,0,0,17,6,0,0,44837,66452,15,34,0,0,2182
KNG,EP,17,13,0,0,13,17,0,0,63228,53532,47,32,0,0,1011
JAG,Anarchy,16,2,1,0,2,16,4,0,56153,46068,49,2,7,3,2372
Positive Energy,WE,4,12,0,2,12,4,1,2,36717,55231,6,27,0,10,1678
SSW,SKS,19,9,0,0,9,19,0,0,0,0,58,22,0,0,1647
CJE,BFM,15,8,0,0,8,15,0,0,0,0,42,20,0,0,1648
DNE,LBS,3,14,0,0,14,3,0,0,49595,68792,7,47,0,0,1572
H2K,SKP,16,11,0,0,11,16,0,0,56016,46204,42,27,0,0,1573
BFM,SKS,3,11,0,0,11,3,0,0,0,0,7,22,0,0,1650
EP,Gamtee,17,8,0,0,8,17,0,0,69839,58183,44,18,0,0,1013
SSW,BFM,23,8,0,0,8,17,0,0,0,0,56,13,0,0,1651
NIP,G2d,14,1,0,0,1,14,0,0,54838,32715,26,1,0,0,1574
EDG,IG,19,6,0,0,6,19,0,0,64143,46186,50,12,0,0,1014
SSW,CJB,23,28,0,0,28,23,0,0,84087,81480,57,77,0,0,1634
M3,OMG,7,23,0,0,23,7,0,0,37016,51171,18,61,0,0,1015
MYM,H2K,10,4,0,0,4,10,0,0,67766,49294,22,3,0,0,2183
LBS,H2K,7,19,0,0,19,7,0,0,43270,62629,11,50,0,0,1575
KT,CJE,7,12,0,1,12,7,1,4,45364,57286,16,36,2,9,2373
CW,DNE,4,10,0,0,10,4,0,0,45573,55181,13,32,0,0,2184
ROX,SSG,5,17,0,2,17,5,1,3,59653,76834,18,48,4,11,2374
KTA,JAG,17,3,0,0,3,17,0,0,0,0,42,6,0,0,1653
MS,CW,31,19,0,0,19,31,0,0,101873,88663,69,29,0,0,2179
OMG,RYL,27,22,1,3,22,27,4,3,112231,107298,69,47,10,8,1680
Positive Energy,RYL,10,18,0,1,18,10,2,2,46783,56929,14,39,2,7,1681
KDM,SKT,3,11,0,2,11,3,1,3,47330,63099,9,30,2,9,2375
CJB,MKZ,26,18,0,0,19,26,0,0,0,0,63,45,0,0,1654
G2d,LBS,25,16,0,0,16,25,0,0,81071,61616,50,21,0,0,1577
IG,LGD,2,16,0,1,16,2,0,3,36229,52733,3,28,1,9,1682
EDG,EP,25,8,1,0,8,25,3,1,70990,49155,66,20,8,2,1683
Anarchy,IMiracle,11,19,0,2,19,11,2,3,62492,75546,21,55,3,9,2376
JAG,MKZ,26,3,0,0,3,26,0,0,0,0,75,7,0,0,1655
OMG,WE,23,17,1,1,17,23,4,2,75581,65965,60,38,9,5,1684
WE,LGD,9,21,0,1,21,9,1,2,37006,48844,17,49,0,0,1685
CJB,KTA,3,19,0,0,19,3,0,0,0,0,7,47,0,0,1656
SK,SHC,16,22,0,0,22,16,0,0,75269,81388,40,63,0,0,2180
H2K,DNE,11,23,0,0,23,11,0,0,66694,83853,23,64,0,0,1547
CSG,SBC,19,25,0,0,25,19,0,0,85736,97469,40,60,0,0,1548
RYL,IG,12,35,1,1,35,12,1,4,60875,78306,25,70,2,10,1687
MS,RG,12,26,0,0,26,12,0,0,66398,84601,26,62,0,0,1549
NIP-2,G2d,11,4,0,0,4,11,0,0,79904,66179,14,6,0,0,1550
NIP,KMT,4,9,0,0,9,4,0,0,72163,87284,10,17,0,0,2181
DNE,CSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551
RG,NIP-2,4,12,0,0,12,4,0,0,42639,62129,7,18,0,0,1552
WE,EP,18,3,1,0,3,18,3,0,55380,37207,32,2,5,1,1688
DNE,NIP-2,6,15,0,0,15,6,0,0,59324,76798,7,24,0,0,1553
CJB,JAG,16,19,0,0,20,14,0,0,0,0,39,30,0,0,1658
CSG,RG,6,22,0,0,22,6,0,0,56008,66334,9,42,0,0,1554
ALL,Team ALTERNATE,12,22,0,0,22,12,0,0,65820,77565,34,53,0,0,2174
OMG,EP,27,9,1,0,9,27,3,0,63605,39873,60,23,9,0,1690
Lemondogs,GMB,14,4,0,0,4,14,0,0,68718,58525,39,2,0,0,2175
RYL,LGD,15,14,0,2,14,15,2,3,66907,77317,44,36,2,9,1691
KTA,KDM,8,12,0,0,12,8,0,0,101000,94000,21,26,0,0,1659
FNC,ALL,23,8,0,0,8,23,0,0,70073,53120,60,16,0,0,2176
JAG,KT,1,13,0,2,13,1,0,5,47989,66868,3,40,1,8,2378
OMG,EDG,16,5,1,0,5,16,4,1,83362,62566,37,4,10,2,1692
Positive Energy,EP,19,2,0,0,2,19,4,0,56771,37365,45,4,6,0,1693
OMG,LGD,23,11,1,0,11,24,2,3,69070,57603,45,20,5,3,1694
NBS,SKS,18,5,0,0,7,16,0,0,85000,48000,40,14,0,0,1660
Lemondogs,FNC,7,18,0,0,18,7,0,0,36072,47376,6,36,0,0,2177
WE,IG,8,21,0,1,21,8,1,3,44992,62691,23,52,2,9,1696
Positive Energy,LGD,13,23,0,1,23,13,0,3,40666,55962,23,42,2,9,1697
ALL,GMB,22,5,0,0,5,22,0,0,63320,47889,55,14,0,0,2178
OMG,IG,14,33,1,1,33,14,3,1,68197,80134,26,78,9,5,1698
RYL,EP,3,13,0,1,13,3,0,3,32984,45296,5,27,1,6,1699
WE,EDG,15,27,1,2,27,15,2,5,92644,103402,35,75,9,9,1700
NIP-2,SKP,16,22,0,0,22,16,0,0,76439,84836,38,64,0,0,1524
IG,EDG,15,16,1,0,16,15,3,2,73191,70664,39,39,9,6,1701
Positive Energy,OMG,4,19,0,0,19,4,0,3,34082,47035,12,38,2,3,1702
EP,LGD,20,5,1,0,5,20,3,0,51256,38193,44,6,5,1,1703
WE,RYL,19,7,1,1,7,19,2,2,71332,59790,48,18,9,4,1704
SSW,SKT,18,14,0,0,14,19,0,0,63000,64000,39,27,0,0,1661
EDG,LGD,24,9,0,1,9,24,4,0,71036,55781,51,16,10,3,1705
TTD,SGC,14,12,0,0,12,14,0,0,84044,66772,31,20,0,0,1525
SSB,JAG,23,14,0,0,14,23,0,0,84000,74000,59,26,0,0,1662
KTA,SKS,14,2,0,0,2,14,0,0,61000,43000,46,6,0,0,1663
IG,EP,18,19,1,1,19,18,0,6,79856,85096,33,40,8,8,1707
OMG,RYL,20,5,2,0,5,20,3,1,67555,50351,36,11,11,1,1708
MS,EUO,12,9,0,0,9,12,0,0,65260,58015,34,27,0,0,1526
H2K,PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527
Positive Energy,RYL,10,20,0,1,20,10,1,4,58069,73498,20,41,1,10,1709
H2K,CN,17,3,0,0,3,17,0,0,55176,35375,35,10,0,0,1593
IG,LGD,18,19,1,1,19,18,1,4,68397,67535,48,41,7,8,1710
NIP-2,TTD,16,5,0,0,5,16,0,0,62050,45029,24,8,0,0,1528
EDG,EP,24,11,1,0,11,24,4,1,77060,59724,55,22,9,4,1711
MS,H2K,15,21,0,0,21,15,0,0,51980,60089,18,46,0,0,1529
OMG,WE,26,21,3,1,21,26,4,3,97052,85407,63,36,10,6,1712
NIP-2,H2K,22,23,0,0,23,22,0,0,109198,109360,58,59,0,0,1530
TTD,MS,12,22,0,0,22,12,0,0,77764,80399,30,54,0,0,1531
OMG,EDG,10,6,1,0,6,10,3,3,68049,55920,32,13,8,4,1713
SSW,SSB,23,33,0,0,33,24,0,0,66000,74000,59,93,0,0,1664
Positive Energy,IG,10,26,0,0,26,10,0,4,45151,62731,25,56,6,7,1714
RYL,LGD,16,25,0,2,25,16,1,4,51893,70978,34,52,1,8,1715
IMiracle,WIN,17,5,1,0,5,17,4,1,70311,53368,43,11,10,2,1667
Positive Energy,EDG,23,11,0,2,11,23,4,3,94089,89797,53,21,9,11,1717
G2d,PD,15,16,0,0,16,15,0,0,97047,93426,41,41,0,0,1595
OMG,EP,24,10,1,0,10,24,3,2,78310,55494,54,18,10,4,1718
NIP-2,UOL,26,10,0,0,10,26,0,0,65722,53400,60,24,0,0,1596
CST,DNL,19,2,0,0,2,19,0,0,56944,38445,34,6,0,0,1498
KTA,SSB,20,10,0,0,10,20,0,0,77000,67000,43,24,0,0,1665
T8,ZEN,13,6,0,0,6,13,0,0,58144,41019,25,13,0,0,1499
IMiracle,Anarchy,28,3,1,0,3,28,4,0,57764,35689,57,8,9,0,1668
H2K,SKP,5,13,0,0,13,5,0,0,41992,58004,8,34,0,0,1597
CA,XDG,28,7,0,0,7,28,0,0,70625,48988,62,14,0,0,1500
WIN,Anarchy,17,26,0,1,26,17,3,1,59970,71260,45,60,3,10,1669
PRO,COG,20,5,0,0,5,20,0,0,56132,39274,50,10,0,0,1501
SKS,SSW,3,17,0,0,21,3,0,0,43000,52000,7,35,0,0,1666
G2d,NIP-2,6,20,0,0,20,7,0,0,52674,72110,8,42,0,0,1598
CST,T8,24,11,0,0,11,24,0,0,68433,59059,68,28,0,0,1502
CA,PRO,30,9,0,0,9,30,0,0,74060,52450,68,16,0,0,1503
SKT,SKS,16,1,0,0,1,16,0,0,58533,37525,40,2,0,0,1601
SKP,NIP-2,23,11,0,0,11,23,0,0,66915,47541,60,23,0,0,1599
SSG,SBE,9,5,2,0,5,10,2,2,53099,45263,35,10,8,2,1670
Prime Optimus,KTA,3,18,0,0,18,3,0,0,35244,55586,6,32,0,0,1602
SSG,Xenics Storm,19,10,2,0,10,19,3,1,65299,51276,48,22,10,2,1671
T8,PRO,6,20,0,0,20,6,0,0,36767,52201,9,45,0,0,1505
SBE,Xenics Storm,4,11,0,2,11,4,2,4,68111,82960,8,30,3,10,1672
SKT,Prime Optimus,23,13,0,0,13,23,0,0,78364,59348,53,29,0,0,1603
SKS,KTA,13,11,0,0,11,13,0,0,63803,58319,25,26,0,0,1604
TBS,CF,25,9,1,0,9,25,3,0,64776,45414,62,16,11,2,2334
KTA,SKT,28,7,0,0,7,28,0,0,75079,52447,62,19,0,0,1605
Prime Optimus,SKS,9,3,0,0,3,9,0,0,59083,44843,25,4,0,0,1606
ALL,NIP,6,19,0,0,19,3,0,0,41671,49246,16,42,0,0,1263
RFS,G2d,10,21,0,1,21,10,3,1,42844,62273,22,61,1,10,2336
FNC,ALL,22,11,0,0,11,22,0,0,63769,50573,66,29,0,0,1265
GMB,SK,14,9,0,0,9,14,0,0,57432,41514,28,15,0,0,1266
NVO,RGN,19,6,2,0,6,19,3,1,55965,37213,43,14,9,4,2337
CJE,Midas FIO,23,4,0,0,4,23,0,0,69656,49536,57,13,0,0,1608
TE,CWA,14,31,0,1,31,14,1,3,49046,69589,27,67,1,11,2338
XDG,FFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
GMB,FNC,26,13,0,0,13,26,0,0,69117,54546,38,13,0,0,1267
FNA,DD,5,12,0,1,12,5,0,3,41642,54717,9,30,1,8,2339
Gamania Bears,SKT,8,20,0,0,20,8,0,0,42060,55675,15,49,0,0,1359
PRO,AOE,18,18,0,0,18,18,0,0,93251,91184,52,55,0,0,1476
CST,TGF,15,2,0,0,2,15,0,0,56915,40303,47,7,0,0,1477
MSP,RCK,11,3,1,0,3,11,2,1,50144,35095,27,6,9,0,2340
SSW,IM1,18,11,0,0,11,18,0,0,70841,53845,48,26,0,0,1609
GMB,NBS,21,12,0,0,12,21,0,0,67978,60095,64,35,0,0,1360
SK,ALL,10,21,0,0,21,10,0,0,57508,66257,25,55,0,0,1268
RYL,OMG,15,13,0,0,13,15,0,0,52111,45437,40,30,0,0,1361
IM1,Midas FIO,16,7,0,0,7,16,0,0,60366,45859,41,21,0,0,1610
FNC,C9,20,9,0,0,9,20,0,0,54619,47057,53,25,0,0,1362
TBS,SKP,0,16,0,0,16,0,0,3,33609,48279,0,29,1,6,2342
SSW,CJE,17,4,0,0,4,17,0,0,69813,52510,37,9,0,0,1611
G2d,NVO,12,23,0,1,23,12,1,4,56469,71417,23,49,4,11,2343
CST,CA,12,4,0,0,4,12,0,0,55419,36145,32,11,0,0,1480
CJE,IM1,20,3,0,0,3,20,0,0,54282,33689,50,5,0,0,1612
PRO,CST,13,27,0,0,29,13,0,0,104433,108335,36,81,0,0,1481
MSP,OG,13,18,0,2,18,13,3,2,63586,80528,29,44,4,11,2345
Midas FIO,SSW,5,24,0,0,24,5,0,0,30661,51454,9,59,0,0,1613
LMQ,T8,12,24,0,0,24,12,0,0,59989,80191,30,46,0,0,1452
PRO,vVv,12,8,0,0,8,12,0,0,71847,67661,36,16,0,0,1453
AG,MAG,1,13,0,1,13,1,1,3,39421,51846,1,32,2,7,2312
CLR,CA,6,16,0,0,16,6,0,0,56494,68479,19,35,0,0,1454
ODY,FCN,22,8,1,0,8,22,3,0,59177,41775,36,17,9,1,2313
CLB,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455
LMQ,vVv,13,3,0,0,3,13,0,0,45302,28345,27,6,0,0,1456
CA,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457
SSB,JAF,26,10,0,0,10,26,0,0,74079,58404,78,22,0,0,1615
SKT,NBS,12,17,0,0,17,12,0,0,68183,75236,31,33,0,0,1363
LMQ,C9T,15,2,0,0,2,15,0,0,67600,46073,38,6,0,0,1458
vVv,CA,22,24,0,0,24,22,0,0,78227,90488,43,44,0,0,1459
RYL,FNC,17,7,0,0,7,17,0,0,50471,34784,41,9,0,0,1364
KT,SSB,18,3,0,0,3,18,0,0,53316,38229,42,6,0,0,1616
SKT,RYL,18,9,0,0,9,18,0,0,53875,37751,40,25,0,0,1365
KT,NBS,12,16,0,0,16,12,0,0,88718,96896,31,37,0,0,1617
JAF,KT,1,12,0,0,12,1,0,0,42206,60285,3,26,0,0,1618
CLB,C9T,8,23,0,1,23,9,1,5,52657,65788,23,60,3,10,2320
C9T,CLR,10,16,0,0,16,10,0,0,58158,71545,25,57,0,0,1439
SSB,NBS,16,5,0,0,5,16,0,0,72923,55283,42,6,0,0,1619
YSO,LMQ,6,19,0,0,19,6,0,0,41168,60021,13,36,0,0,1440
CLB,CA,12,3,0,0,3,12,0,0,55394,37688,25,6,0,0,1441
COG,vVv,22,7,0,0,7,22,0,0,69134,49948,62,24,0,0,1442
CLR,LMQ,8,27,0,0,27,8,0,0,33328,55149,19,33,0,0,1443
CLB,COG,12,5,0,0,5,12,0,0,49017,33355,30,10,0,0,1444
LMQ,CLB,20,7,0,0,7,20,0,0,65939,47860,49,11,0,0,1445
CLR,COG,14,30,0,0,30,14,0,0,55217,68909,34,54,0,0,1446
ZEN,TLA,7,18,0,1,18,8,2,3,44427,58865,12,50,3,8,2309
,AKA,26,6,1,0,6,26,3,1,66419,47437,65,10,10,1,2310
KDM,Xenics Storm,13,3,0,0,3,13,0,0,49387,35656,27,7,0,0,1621
IMG,,5,19,0,4,19,5,2,4,66855,87336,11,46,3,10,2319
Xenics Storm,IMiracle,2,18,0,0,18,2,0,0,34074,56107,6,34,0,0,1622
KDM,CJB,11,10,0,0,10,11,0,0,76860,82494,20,27,0,0,1623
C9,OMG,7,19,0,0,19,7,0,0,56486,70433,8,41,0,0,1315
CJB,Xenics Storm,11,3,0,0,3,11,0,0,56711,39596,25,8,0,0,1624
SKT,OMG,14,18,0,0,19,14,0,0,88273,77191,29,38,0,0,1317
ASC,GIA,24,22,2,0,22,24,1,4,72245,74520,72,62,6,8,1287
IMiracle,KDM,19,13,0,0,14,19,0,0,82419,93714,53,36,0,0,1625
RG,SKP,3,29,0,1,29,3,0,3,43235,66974,4,74,4,10,1288
AHQ,HKE,26,14,0,1,14,26,5,1,69792,64263,63,43,8,3,1148
SSW,SKT,13,0,0,0,1,13,0,0,48650,33557,35,0,0,0,1627
MC,CF,15,1,1,0,1,15,3,0,50237,30832,20,2,8,0,1290
SSB,CJE,6,18,0,0,18,6,0,0,37077,54762,11,30,0,0,1628
AHQ,TPA,21,6,1,0,6,21,5,0,72827,59424,64,17,9,4,1149
AHQ,FW,7,15,0,1,15,7,1,3,45560,56913,24,41,2,8,1150
VG,M3,21,6,0,0,6,21,0,0,39371,26737,44,9,0,0,1055
G2d,TS,30,9,0,0,9,30,1,2,56616,39425,65,14,9,1,1291
EDG,WE,19,5,0,0,5,20,0,0,60795,46599,60,15,0,0,1056
TE,NF,15,12,2,2,12,15,3,3,91979,86882,45,27,9,8,1292
VG,IG,13,3,0,0,3,13,0,0,73181,59914,50,8,0,0,1057
MIL,GIA,22,13,2,0,13,22,1,3,65501,60275,56,29,10,5,1293
SS,KNG,12,8,0,0,8,12,0,0,57081,47932,38,20,0,0,1058
RG,DD,16,16,1,0,16,16,4,1,71318,61851,30,41,8,3,1294
G2d,NF,4,13,0,1,13,4,1,2,45704,58739,9,38,3,9,1296
OMG,LGD,5,17,0,0,17,5,0,0,48266,59866,11,43,0,0,1059
EDG,IG,10,4,0,0,4,10,0,0,65021,58320,18,8,0,0,1060
SS,LGD,9,21,0,0,21,9,0,0,67708,84753,31,58,0,0,1061
EDG,LGD,6,11,0,0,11,6,0,0,51859,60562,19,31,0,0,1062
GIA,RG,22,13,1,0,13,22,1,1,57920,46674,34,25,8,3,1300
IG,SS,16,8,0,0,8,16,0,0,73059,64345,47,22,0,0,1063
H2K,NF,13,9,1,0,9,14,3,1,76888,61422,33,19,9,2,1301
GIA,H2K,6,14,0,0,14,6,1,3,43638,54135,14,44,4,8,1302
NF,RG,5,18,0,1,18,5,1,3,53855,68123,13,38,4,11,1303
GIA,RG,34,28,1,2,28,34,7,1,98864,89092,80,76,9,9,1304
SMW,G2d,4,15,0,0,15,4,0,0,71757,93594,2,39,0,0,1571
ZEN,F5,11,2,1,1,2,11,5,0,76887,62389,28,3,11,3,1269
NME,NT,21,5,0,0,5,21,1,1,45376,29229,45,8,9,0,1270
COW,OO,14,0,1,0,0,14,3,1,56705,35054,28,0,10,0,1272
CST,CG,27,4,1,0,4,27,1,2,53635,32900,48,12,10,1,1273
PRO,FSE,16,7,1,1,7,16,2,2,63824,51569,41,15,10,3,1274
SSB,C9,7,29,0,1,29,7,0,4,44665,66917,12,61,3,10,1418
CLB,F5,11,25,1,1,25,11,1,5,64327,79894,22,56,3,10,1275
CA,COW,17,6,1,0,6,17,4,0,60191,41852,40,10,9,2,1277
RYL,EDG,14,6,1,0,6,14,4,0,63718,48126,32,15,9,4,1419
F5,FSN,23,41,0,3,41,23,3,5,87129,97480,47,83,11,6,1282
KDM,OMG,5,13,0,2,13,5,3,2,64783,73367,13,31,5,8,1420
CA,CST,24,30,1,1,30,24,2,4,80596,88478,55,92,3,9,1283
FSN,CA,22,8,1,0,8,22,4,0,62659,52996,52,17,6,4,1284
F5,CST,13,9,2,0,9,13,4,0,60934,52876,32,30,9,6,1285
SSB,SSW,11,27,0,2,27,11,1,4,46567,67934,24,58,2,10,1421
RYL,OMG,20,15,2,0,15,20,2,3,78892,68610,55,35,9,3,1422
FSN,CST,35,24,4,0,24,35,6,2,103932,81791,72,71,11,4,1286
SSW,RYL,16,1,1,0,1,16,2,0,49326,30598,42,3,10,1,1423
WEA,Young Glory,12,21,0,0,21,12,0,0,43783,57125,22,47,0,0,1751
EDG,Newbee,12,7,1,0,7,12,0,3,58163,51166,34,16,8,4,2465
M3,IG,23,16,4,0,16,23,4,5,111195,95921,55,42,11,6,2466
VG,LGD,10,3,1,0,3,10,2,2,50343,43171,25,4,7,3,2467
VG,M3,17,1,0,0,1,17,3,0,41450,20134,37,3,7,1,2469
OMG,LGD,8,19,0,1,19,8,2,3,44921,59475,24,48,3,7,2470
KNG,UP,16,2,1,0,2,16,3,1,58891,42265,46,3,9,1,2471
EDG,WE,16,22,1,0,22,16,2,2,73111,70106,39,64,6,9,2472
M3,Newbee,25,6,1,0,6,25,3,1,63750,47208,58,8,11,2,2474
EDG,OMG,15,10,1,0,10,15,5,1,71390,60306,33,27,10,2,2475
SSG,IMiracle,10,5,1,0,5,10,2,1,53399,38411,23,8,10,0,2400
ROX,Anarchy,23,8,1,0,8,23,2,0,60744,46892,52,19,9,1,2401
Newbee（原）,WE.F,15,24,0,0,24,15,4,2,72000,81000,35,78,4,11,10555
KDM,KT,15,3,1,0,3,15,5,0,72884,62618,40,9,8,2,2408
M3,ST,12,6,0,0,6,12,2,0,48400,38300,30,11,5,1,10670
SKT,JAG,7,6,1,0,6,7,4,0,56259,47425,12,14,8,1,2409
WE,LD,14,17,0,0,17,15,0,5,61800,65000,42,46,6,10,10671
IG,ADG,12,5,0,0,5,12,2,0,53300,37700,24,6,10,2,10672
RNG,2144D,23,6,0,0,6,23,2,1,56400,38200,50,7,7,2,10673
EPC,YG,12,26,0,0,26,12,0,5,69900,81500,39,77,2,9,10675
TBG,SAT,14,14,2,0,19,20,2,3,20000,56600,44,35,10,2,10676
LGD,OMD,11,3,0,0,3,11,3,0,43900,32200,28,8,7,1,10678
RNG,Newbee,16,5,1,0,5,16,3,0,49216,36366,42,8,9,0,2481
M3,SS,8,11,0,1,11,8,2,4,64476,72263,16,30,4,8,2482
UP,LGD,23,13,2,0,13,23,5,1,78230,68178,55,39,5,5,2483
Newbee,KXH,9,22,0,0,22,10,1,4,51200,62600,18,43,2,6,10679
VG,EDG,19,4,2,0,4,19,4,1,73737,58502,68,12,9,3,2484
LGD,Newbee,16,30,0,1,30,16,2,3,60226,70730,41,71,4,10,2485
KNG,EDG,9,16,1,1,16,9,2,4,84046,92575,16,49,5,9,2486
KNG,GT,12,3,0,0,3,12,3,1,56800,44500,36,5,8,3,10680
IMiracle,CJE,7,29,0,1,29,7,1,3,47319,68380,22,91,1,10,2402
KT,SKT,10,21,0,3,21,10,1,3,55159,74434,21,57,2,10,2403
SBE,Anarchy,20,6,1,0,6,20,5,0,70489,57112,57,17,10,6,2404
JAG,KDM,22,11,1,0,11,22,3,1,69206,58142,56,22,10,3,2405
UP,2144,21,6,1,0,6,21,2,1,56800,40600,42,8,7,3,10681
EDG,WE.F,18,9,1,0,9,18,3,1,58000,46900,40,22,9,4,10685
M3,WE,6,18,0,2,18,6,1,4,61400,79500,14,48,3,9,10686
IG,RNG,3,12,0,1,12,3,0,3,38700,48300,7,15,2,11,10687
VG,YG,20,14,2,0,14,20,4,0,67600,55400,52,38,9,3,10688
M3,RNG,18,7,1,0,7,19,2,2,59439,46734,46,14,9,3,2487
VG,WE,19,3,1,0,3,19,3,1,57909,44984,51,9,10,2,2488
HKE,AHQ,22,6,1,0,6,22,5,0,66347,48475,50,11,9,2,4820
FW,MSE,10,3,2,0,3,10,3,2,73495,59714,31,8,11,4,4821
CJE,SSG,20,8,2,0,8,20,3,1,71185,56573,54,27,11,3,2406
IMiracle,ROX,16,19,0,2,19,16,3,4,79084,90798,51,56,5,11,2407
TPA,LGS,9,5,1,0,5,9,3,1,52353,46026,26,12,8,5,4822
WE,KNG,23,12,2,0,13,23,3,2,72857,60562,62,31,10,3,2479
IMiracle,SSG,5,10,0,1,10,5,1,2,38411,53399,8,23,0,10,11030
AS,M17,5,19,0,3,19,5,1,5,56663,70950,8,46,4,10,4819
CJE,ROX,16,20,1,1,20,16,0,6,75552,77647,43,60,6,9,11029
FW,LGS,14,13,1,1,13,14,3,1,66066,62765,39,35,9,6,4818
AHQ,M17,4,17,0,1,17,4,1,2,39378,51041,7,46,3,9,4816
HKE,AS,14,2,1,0,2,14,3,0,66944,50226,43,5,8,2,4815
EDG,WE,13,1,1,0,1,13,2,0,44600,28200,29,1,11,0,10693
OMG,LGD,25,9,1,0,9,25,3,0,60700,48000,73,28,10,3,10695
UP,SS,8,25,0,1,25,8,0,2,35700,50100,17,56,1,9,10696
CJE,KT,12,7,1,1,7,12,4,2,72119,65283,37,22,10,5,11039
SKT,JAG,13,9,1,0,9,13,2,2,60001,48538,31,24,10,3,11040
SKT,SSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12019
Newbee,M3,25,17,1,0,17,25,3,2,74699,65916,79,43,9,4,2513
KNG,VG,19,25,0,2,25,19,2,4,71641,84834,57,79,5,9,2514
SBE,Anarchy,11,3,1,0,3,11,4,0,67313,58435,32,4,9,2,11053
SKT,CJE,16,4,1,0,4,16,4,0,57791,43531,36,4,11,2,11054
MSE,HKE,6,16,0,0,16,6,0,4,53868,66302,14,32,3,8,11931
EDG,IG,14,19,0,2,19,14,3,2,74500,83500,36,52,5,7,12303
RNG,EDG,12,15,0,2,15,12,1,4,66561,80048,27,35,4,10,2515
EDG,IG,16,3,2,0,3,16,4,0,65700,48300,49,2,11,2,10697
SSG,SKT,6,10,0,2,10,6,0,4,53301,60325,9,16,4,9,11066
OMG,WE,17,3,0,0,3,17,3,0,49263,38104,46,8,6,3,2516
CJE,JAG,5,15,0,2,15,5,2,4,70854,79808,13,34,6,8,12338
Newbee,OMG,12,2,2,0,2,12,1,1,53267,38370,21,5,7,2,2537
OMG,SS,19,6,0,0,6,19,3,1,49200,38200,43,14,9,2,10698
KDM,Anarchy,22,3,1,0,3,22,4,0,69323,48173,37,5,7,0,11041
SBE,ROX,30,20,2,1,22,30,5,0,79300,72500,105,57,11,6,12767
KT,CTU,19,20,1,1,20,19,1,3,67500,64500,54,52,8,4,12755
ROX,IMiracle,15,7,1,0,7,15,2,2,70535,60777,45,20,11,4,11042
CJE,JAG,12,3,2,0,3,12,2,1,68800,53200,28,6,11,2,12756
Anarchy,BBQ,19,9,2,0,9,19,2,2,77100,64300,52,26,11,4,12757
SS,Newbee,17,28,0,1,28,17,3,2,58400,69700,23,77,3,10,12302
IG,Newbee,33,16,2,0,16,33,5,0,87300,67700,85,45,11,3,12304
JAG,KT,11,10,2,0,10,11,4,2,82300,82975,36,29,8,9,12337
SKT,SBE,20,5,0,1,5,20,3,0,45700,34900,47,13,3,1,12758
SS,IG,26,9,1,0,9,26,4,0,66900,47400,63,18,10,2,11695
EDG,OMG,18,8,1,0,9,18,2,0,55300,43600,52,21,8,1,10699
SS,VG,13,1,0,0,1,13,3,0,51188,40788,33,1,8,2,2517
VG,RNG,13,15,1,0,15,13,3,2,71234,67023,30,34,11,5,2538
UP,EDG,0,11,0,1,11,0,0,3,28866,41355,0,28,1,4,2539
PNG,KLG,22,6,1,0,6,22,4,0,63605,44644,54,9,11,0,12333
IG,LGD,2,9,0,1,9,2,1,3,32071,43040,4,21,1,6,2540
AHQ,TPA,10,26,0,2,26,10,2,2,66678,78551,27,75,7,8,4840
SBE,KDM,12,16,0,2,16,12,3,2,60905,71079,32,45,4,9,11068
M17,FW,5,24,0,1,24,5,0,4,48502,65050,13,48,1,11,4839
UP,KNG,21,11,1,0,11,21,2,2,69129,56712,52,27,9,4,2541
SKT,BBQ,9,21,0,1,21,9,0,4,63400,74600,18,45,3,9,12760
