teamname1,teamname2,kills1,kills2,baronkills1,baronkills2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,scheduleid
WE,RYL,19,28,0,0,28,19,0,0,70900,84100,50,82,8,11,14146
KLG,PNG,12,17,1,2,17,12,3,3,77255,86306,31,36,5,11,12330
IG,PE,12,7,0,0,7,12,0,0,51400,41800,19,11,7,2,14145
KLG,HR,13,16,1,0,16,13,2,2,69519,62772,24,35,8,5,12331
OMG,Wayi,26,10,0,0,10,26,0,0,51600,36300,65,29,11,2,14144
WE,Wayi,28,5,0,0,5,28,0,0,51900,32900,68,8,11,3,14147
REN,CLG,8,19,0,1,19,8,0,3,48628,60383,16,45,3,10,13647
SKT,CLG,10,3,0,0,3,10,3,1,61000,49500,19,6,8,4,14358
DIG,TSM,13,8,2,0,8,13,1,2,68112,59738,39,18,10,5,13648
FNC,Newbee,4,12,0,0,12,4,1,3,66000,75000,13,30,3,8,14359
SKT,Newbee,26,6,1,0,6,26,3,1,72600,55800,69,14,9,5,14361
NRG,C9,14,20,1,1,20,16,1,3,60640,74042,34,56,3,8,13649
PNG,HR,18,14,2,1,14,18,4,1,77302,69379,55,37,11,5,12332
P1,FOX,3,12,0,1,12,4,1,3,51605,65200,8,41,2,11,13650
TL,IMT,4,16,0,1,16,4,2,1,39071,58656,10,47,0,10,13651
P1,IMT,12,21,0,1,21,12,0,1,47144,63550,25,50,0,11,13679
CLG,DIG,7,1,1,0,1,7,2,0,49399,38385,22,1,9,3,13677
REN,FOX,9,12,0,1,12,9,3,2,77887,72993,27,32,8,3,13680
SS,M3,14,18,0,1,18,14,1,4,74903,78123,34,44,6,10,13493
TSM,NRG,17,17,0,2,17,17,3,3,79139,77401,43,54,8,7,13678
TL,C9,23,2,1,1,3,23,4,0,65864,49555,63,5,11,3,13681
KDM,LZ,4,8,0,2,8,4,4,3,87793,100539,11,24,4,9,13893
G2,S04,12,7,0,0,7,12,1,3,65428,60414,32,14,8,6,13742
GIA,VIT,8,17,0,1,17,8,0,3,54260,67619,21,53,2,9,13743
H2K,FNC,11,13,2,0,13,11,1,1,73104,60367,31,36,9,2,13744
FNC,GIA,14,2,1,0,2,14,2,0,51200,35593,26,2,9,0,13752
GIA,G2,12,15,0,2,15,12,2,1,57180,65174,25,32,7,9,13692
H2K,ROC,10,3,0,0,3,10,1,2,54240,44205,26,7,11,3,13753
SPY,OG,8,20,0,1,20,8,1,3,70953,82288,18,49,3,11,13745
ROC,S04,14,19,0,2,19,14,2,3,83242,88703,35,64,6,8,13693
UOL,OG,13,12,0,1,12,13,0,3,67718,74935,33,30,5,10,13754
VIT,G2,14,21,0,2,21,14,2,3,77116,82026,34,53,6,9,13755
OG,UOL,17,3,1,0,3,17,3,0,53954,36690,40,4,11,0,13694
S04,SPY,11,13,1,1,13,11,5,2,82938,86650,15,38,7,10,13756
G2,SPY,18,4,1,0,4,18,2,0,53072,34402,39,14,11,2,13717
S04,H2K,12,22,1,0,22,12,1,2,64383,65169,19,62,6,8,13718
SPY,VIT,6,12,0,2,12,6,1,4,63788,78040,16,41,3,9,13695
Newbee,IG,29,34,0,2,34,29,2,4,80300,91100,63,85,4,10,12301
FNC,H2K,8,6,2,0,6,8,4,0,77496,70043,29,16,9,7,13696
UOL,VIT,24,13,1,2,13,24,4,2,90122,85949,64,33,11,5,13719
UOL,ROC,9,14,0,1,14,9,1,2,62455,72385,27,32,3,11,13746
OG,GIA,15,4,1,0,4,15,3,0,52773,37691,22,4,9,2,13720
ROC,FNC,15,17,3,0,17,15,5,0,85565,85418,37,44,10,10,13721
OMG,PE,18,3,0,0,3,18,0,0,45900,31300,41,7,7,0,14206
RYL,LMQTC,27,4,0,0,4,27,0,0,44700,31600,65,10,10,3,14207
YG,EP,17,10,0,0,10,17,0,0,44500,33200,54,21,10,2,14208
IG,WE,28,35,0,0,35,28,0,0,78100,79400,61,104,6,8,14209
RYL,YG,21,9,0,0,9,21,0,0,48100,32000,44,17,10,1,14210
REN,P1,15,8,2,0,8,15,4,1,79802,64405,33,20,11,3,14946
LMQTC,EP,21,19,0,0,19,21,0,0,67300,67200,59,52,11,4,14211
OMG,IG,11,24,0,0,24,11,0,0,38000,54800,24,56,3,8,14212
PE,WE,4,21,0,0,21,4,0,0,381000,566000,9,57,3,6,14213
RYL,EP,18,5,0,0,5,18,0,0,44800,29500,41,9,9,0,14214
PE,IG,25,13,0,0,13,25,0,0,62700,46900,43,29,11,2,14216
TL,DIG,18,1,1,0,1,18,4,0,62769,43641,50,0,11,2,13622
OMG,WE,24,16,0,0,16,24,0,0,68300,63600,70,35,8,7,14217
OMG,RYL,27,13,0,0,13,27,0,0,64200,48600,67,35,10,3,14219
C9,REN,13,1,0,0,1,13,2,0,41612,27682,34,2,9,1,13623
PE,LMQTC,26,17,0,0,18,26,0,0,64000,58100,65,35,8,4,14220
LMQTC,YG,23,15,0,0,15,23,0,0,58900,45000,54,42,9,5,14218
IG,YG,21,6,0,0,6,21,0,0,46300,29600,61,16,9,1,14221
CLG,IMT,8,18,0,1,18,8,1,3,51255,68110,22,49,4,10,13624
WE,EP,18,5,0,0,5,18,0,0,52300,40700,46,11,9,5,14222
IG,EP,17,5,0,0,5,17,0,0,40000,25200,32,16,10,2,14223
PE,YG,24,11,0,0,11,24,0,0,55200,38400,49,19,10,2,14224
OMG,LMQTC,14,1,0,0,1,14,0,0,48200,28700,32,3,9,1,14225
TSM,FOX,11,6,1,0,6,11,2,1,69750,59597,25,21,9,4,13625
WE,RYL,3,18,0,0,18,3,0,0,36000,49100,4,34,4,11,14226
OMG,YG,33,11,0,0,11,33,0,0,64200,40800,63,22,10,1,14227
PE,EP,25,15,0,0,15,25,0,0,48000,37100,56,27,9,3,14228
IG,RYL,15,4,0,0,5,15,0,0,54300,39000,35,11,10,3,14229
NRG,P1,20,14,2,0,14,20,2,3,77440,66727,53,37,9,5,13626
IMT,TL,14,5,1,0,5,14,1,1,57191,42775,41,14,9,3,13627
WE,LMQTC,18,1,0,0,1,18,0,0,54500,36200,38,4,10,1,14230
OMG,EP,34,10,0,0,10,34,0,0,64700,39500,59,25,10,4,14231
PE,RYL,19,7,0,0,7,19,0,0,55900,37500,46,20,9,1,14232
C9,NRG,14,3,1,0,3,14,4,0,59146,45588,43,9,11,3,13628
OG,G2,12,24,1,1,24,12,3,3,71735,81220,16,54,4,11,13747
IG,LMQTC,30,24,0,0,24,30,0,0,64400,52100,59,54,8,3,14233
G2,GIA,11,1,0,0,1,11,2,0,42755,31239,28,4,9,4,13757
WE,YG,15,3,0,0,4,15,0,0,43200,29200,24,4,9,3,14234
PE,OMG,5,19,0,0,19,5,0,0,31700,44500,13,47,2,8,14235
LMQTC,RYL,13,19,0,0,19,13,0,0,67400,56700,37,61,11,5,14236
EP,YG,8,10,0,0,10,8,0,0,32000,39300,19,28,1,11,14237
S04,UOL,15,9,1,1,9,15,4,0,75946,73392,33,28,7,6,13758
GIA,H2K,7,20,2,1,20,7,1,4,83762,87999,19,40,8,9,13748
WE,IG,21,5,0,0,5,21,0,0,43900,30600,40,6,8,2,14238
YG,RYL,22,11,0,0,11,22,0,0,53800,41300,51,21,10,0,14239
FNC,UOL,11,16,0,3,16,11,2,3,83026,91249,30,36,5,11,13699
REN,TSM,18,28,1,2,28,18,2,2,72362,81152,42,79,7,10,13629
EP,LMQTC,19,9,0,0,9,19,0,0,63900,49300,57,20,11,4,14240
UOL,SPY,16,3,1,0,4,16,0,2,67614,53440,44,10,11,4,13749
IG,OMG,17,25,0,0,25,17,0,0,36300,52600,40,53,1,9,14241
SPY,ROC,13,2,1,0,2,13,1,2,67446,56313,38,4,9,3,13700
FNC,VIT,13,16,0,2,16,13,5,1,70799,78025,35,59,6,9,13759
WE,PE,21,27,0,0,27,21,0,0,62200,72200,54,77,5,9,14242
FNC,ROC,13,8,1,0,8,13,5,0,69321,60441,35,22,9,4,13750
P1,CLG,3,16,0,0,16,3,0,1,34779,47278,5,25,2,9,13630
EP,RYL,9,20,0,0,20,9,0,0,31200,42800,16,41,3,8,14243
IG,PE,21,25,0,0,25,21,0,0,58600,61900,61,70,4,6,14244
SPY,H2K,2,15,0,1,15,2,0,2,38322,53785,3,41,3,10,13760
G2,H2K,3,13,0,1,13,3,2,2,54053,65936,8,35,3,11,13701
WE,OMG,8,18,0,0,18,8,0,0,34700,45300,23,36,3,6,14245
DIG,FOX,18,10,0,2,10,18,3,2,77871,75887,53,23,8,6,13631
YG,LMQTC,9,25,0,0,25,9,0,0,389000,563000,21,63,1,9,14246
LMQTC,PE,10,30,0,0,30,10,0,0,35300,55700,23,62,1,8,14247
YG,IG,24,37,0,0,37,24,0,0,53600,68800,37,81,2,9,14248
ROC,OG,16,10,1,2,10,16,4,1,95853,97573,36,14,9,11,13761
EP,WE,11,22,0,0,22,11,0,0,52300,66200,33,60,3,11,14249
RYL,OMG,17,26,0,0,26,17,0,0,45400,62800,35,70,2,10,14250
EP,IG,7,22,0,0,22,7,0,0,35800,52700,8,40,4,11,14251
YG,PE,22,7,0,0,8,22,0,0,51400,36100,57,18,8,3,14252
LMQTC,OMG,7,16,0,0,16,7,0,0,39100,56100,17,39,2,10,14253
RYL,WE,17,7,0,0,7,17,0,0,51900,37000,49,17,8,2,14254
YG,OMG,26,9,0,0,9,26,0,0,46000,34100,51,17,7,1,14255
UOL,H2K,17,20,1,2,20,17,2,2,87125,93305,32,38,6,10,13722
EP,PE,28,35,0,0,35,28,0,0,67300,76800,67,84,7,10,14256
RYL,IG,26,14,0,0,14,26,0,0,68000,52700,47,32,11,2,14257
LMQTC,WE,18,7,0,0,7,18,0,0,45100,36800,46,17,8,2,14258
VIT,S04,14,3,2,0,3,14,3,1,81630,61112,30,8,10,2,13751
FNC,S04,16,4,1,0,4,16,2,1,61260,44916,51,15,11,3,13723
RYL,PE,26,8,0,0,8,26,0,0,47500,31900,68,20,7,1,14260
LMQTC,IG,12,25,0,0,25,12,0,0,34100,54900,23,42,0,11,14261
OG,SPY,12,4,2,0,4,12,3,1,81203,67844,27,10,11,3,13724
YG,WE,8,21,0,0,21,8,0,0,39300,54800,18,47,4,10,14262
G2,VIT,7,13,0,1,13,7,0,2,52206,63295,16,30,3,11,13725
OMG,PE,18,6,0,0,6,18,0,0,47900,32500,44,8,9,2,14263
RYL,LMQTC,23,11,0,0,11,23,0,0,56400,40400,58,28,11,0,14264
YG,EP,32,22,0,0,22,32,0,0,62700,44300,59,57,11,1,14265
IG,WE,15,29,0,0,29,15,0,0,55600,69500,44,76,3,11,14266
ROC,GIA,15,17,0,2,17,15,1,2,64586,67320,35,51,6,6,13726
RYL,YG,19,1,0,0,1,19,0,0,37400,22600,26,2,8,1,14267
KDM,ROX,5,17,0,1,17,5,2,0,40837,55282,16,47,2,10,14666
TPA,HKE,10,0,1,0,0,10,1,2,48207,33986,30,0,9,2,13969
FOX,TSM,2,11,0,1,11,3,0,3,44271,59298,7,40,2,11,13653
IMT,CLG,11,10,1,1,10,11,2,3,75453,77016,23,10,4,8,13654
NRG,REN,7,2,1,0,2,7,4,0,52794,49301,26,2,10,5,13655
P1,C9,15,5,1,0,5,15,3,0,67087,57101,47,6,9,3,13604
IMT,NRG,20,10,2,0,10,20,2,3,75774,60578,58,27,9,3,13663
C9,DIG,24,4,1,0,4,24,3,0,60303,42643,47,6,9,2,13656
TSM,IMT,13,18,0,1,18,13,1,2,68551,75114,26,49,6,10,13605
REN,C9,14,10,0,3,10,14,4,2,95903,100940,29,26,8,9,13665
CLG,TL,4,11,0,2,11,4,0,3,57809,71107,10,31,3,10,13664
TSM,P1,11,9,1,0,9,11,1,2,56140,47722,33,31,10,3,13662
FOX,DIG,8,16,0,4,16,9,2,7,123793,129102,24,42,8,10,13666
DIG,REN,14,5,1,1,5,14,1,4,87138,79876,39,15,9,6,13607
P1,NRG,15,8,2,0,8,15,4,1,72215,58864,42,22,10,3,13657
C9,CLG,23,22,2,0,22,23,3,2,75554,80376,39,59,5,11,13658
TL,TSM,24,4,1,0,4,24,3,0,61484,47115,58,10,10,2,13659
REN,DIG,13,17,1,1,19,15,2,3,85517,80954,44,40,9,7,13660
UOL,FNC,19,11,3,0,11,19,2,3,88114,76669,59,25,10,5,13728
IMT,FOX,16,4,1,0,4,16,1,0,53788,39800,35,9,11,4,13661
H2K,G2,12,20,0,1,20,12,1,2,67699,77754,28,55,6,9,13729
RYL,OMG,19,9,0,0,9,19,0,0,43700,33600,51,25,8,3,14091
PE,LM,29,14,0,0,14,29,0,0,59100,53000,68,29,11,4,14092
IG,WOA,28,10,0,0,10,28,0,0,51400,31200,50,24,11,0,14093
WE,Wayi,33,15,0,0,15,33,0,0,69800,53200,85,41,10,3,14094
Wayi,LM,34,27,0,0,27,34,0,0,46800,57500,86,67,4,10,14127
S04,ROC,13,2,1,0,2,13,3,1,59758,49762,28,5,8,2,13730
C9,P1,19,11,1,0,11,19,2,0,61095,48009,39,29,9,1,13667
NRG,TL,20,10,2,0,11,20,2,0,69644,54426,55,30,11,2,13668
TSM,REN,3,13,0,1,13,3,1,2,46615,56821,9,37,4,8,13669
SPY,GIA,8,3,0,0,3,8,2,1,56146,49572,18,7,8,4,13731
DIG,IMT,20,16,1,1,16,20,2,3,90356,94322,55,57,9,10,13670
TSM,DIG,15,2,0,0,2,15,2,1,56767,41270,31,3,10,1,13609
FOX,CLG,9,14,1,0,14,9,1,5,68596,72576,26,39,4,9,13671
FOX,REN,12,4,1,0,4,12,3,0,58253,48877,31,11,11,4,13632
NRG,CLG,8,12,1,0,12,8,1,4,70991,79079,13,20,6,9,13633
C9,TL,15,6,1,0,6,15,2,1,56096,45715,45,13,9,3,13634
MSE,CGE,13,9,0,0,9,13,2,0,53207,42356,28,23,9,2,13981
P1,TSM,6,11,0,1,11,6,1,2,46009,59635,19,27,4,11,13635
IMT,DIG,15,7,1,0,7,15,0,1,57413,40902,32,11,10,2,13636
FOX,NRG,15,2,1,0,2,15,2,2,62696,50788,47,7,11,3,13637
REN,P1,13,17,1,0,17,13,1,4,71738,80194,24,43,5,11,13612
CLG,C9,8,14,0,1,14,8,0,2,50017,62913,19,23,1,10,14011
CLG,TSM,5,21,0,0,21,5,1,1,44483,59692,12,31,2,11,13638
IMT,C9,28,16,1,0,16,28,2,0,65078,47634,58,31,11,1,13639
TL,REN,18,2,1,0,2,18,4,0,65367,48492,45,6,9,1,13640
DIG,P1,7,16,0,1,16,7,2,4,73778,84360,17,47,3,9,13641
GIA,SPY,3,16,0,1,16,3,1,2,49805,63413,7,33,4,10,13702
GIA,OG,1,17,0,1,17,1,0,2,32916,47445,1,28,1,9,13762
S04,FNC,15,8,1,0,8,15,3,2,71008,60005,32,22,10,2,13763
H2K,UOL,7,15,2,0,15,7,3,1,64699,66549,11,45,6,8,13764
OG,ROC,12,6,1,0,6,12,2,1,67960,58308,33,12,11,4,13703
G2,FNC,12,6,0,0,6,12,1,1,53571,42529,26,12,11,2,13704
SKT,LZ,6,7,0,1,7,6,1,3,63768,70621,13,14,7,9,13900
UOL,S04,14,2,1,0,2,14,2,0,55874,38180,31,7,11,2,13705
SPY,G2,14,15,0,2,16,14,1,4,66942,75296,27,47,6,11,13766
H2K,VIT,8,2,0,0,2,8,2,1,67327,58604,23,1,9,2,13706
LM,WOA,23,17,0,0,17,23,0,0,66800,61400,62,32,11,5,13857
OMG,Wayi,26,7,0,0,7,26,0,0,54100,33200,56,19,0,0,13858
IG,PE,21,15,0,0,15,21,0,0,58300,51000,59,36,9,4,13859
WE,RYL,21,14,0,0,14,21,0,0,70500,58500,57,28,9,5,13860
WE,OMG,19,9,0,0,9,19,0,0,63300,50800,55,27,10,3,14095
RYL,Wayi,26,17,0,0,17,26,0,0,61700,51600,67,38,9,3,14096
PE,WOA,19,12,0,0,12,19,0,0,52100,44500,53,25,8,4,14097
KDM,AFs,7,11,0,1,11,10,0,4,47880,63976,11,29,3,11,13901
CLG,G2,18,4,1,0,4,18,3,0,58574,45490,34,3,9,1,16087
SKT,RNG,7,23,1,1,23,7,2,5,103309,112796,11,51,5,10,16088
S04,OG,11,13,1,1,13,11,4,0,63179,71703,24,24,4,10,13732
FW,SUP,15,3,1,0,3,15,3,0,59430,50076,39,6,8,4,16089
RNG,G2,16,5,0,0,5,16,3,1,62287,57353,28,10,7,5,16092
ROC,SPY,15,8,1,0,8,15,2,1,62546,56851,46,26,9,6,13733
SKT,FW,5,12,0,2,12,5,0,6,80827,93355,12,29,1,11,16095
FW,RNG,3,10,0,1,10,3,2,2,53882,61854,7,28,4,8,16096
CLG,SKT,16,19,2,0,19,16,0,5,78546,76724,45,41,9,5,16097
SUP,G2,15,23,1,1,23,17,4,2,72461,75181,32,61,8,9,16098
FW,SKT,13,3,2,0,3,13,2,3,77460,69211,35,5,11,3,16099
CLG,SUP,19,9,1,0,9,19,2,2,59920,46649,45,15,10,2,16100
G2,RNG,5,12,0,1,12,5,2,2,64367,71898,12,25,7,9,16101
G2,SUP,19,7,1,0,7,19,2,0,61266,48959,40,10,11,3,16082
RNG,FW,14,3,1,0,3,14,4,0,59324,44736,35,7,11,3,16084
SKT,CLG,12,7,0,1,7,12,0,3,60468,56257,32,19,8,3,16086
FW,G2,17,5,2,0,5,17,5,0,77349,63473,43,13,11,4,16090
CLG,RNG,22,20,1,2,20,22,1,4,79378,84677,46,33,7,9,16091
SUP,SKT,7,22,0,1,22,7,0,2,42604,62719,17,49,1,10,16093
RNG,SUP,17,6,1,0,6,17,2,0,52664,35831,38,12,10,2,16102
SKT,SBE,25,2,1,0,2,25,3,0,61198,40367,63,5,10,4,14683
FW,CLG,9,13,0,1,13,9,3,2,56025,66266,19,27,3,9,16103
SKT,G2,19,4,0,0,4,19,3,0,57913,43052,44,11,8,0,16104
SUP,FW,3,10,0,1,10,3,1,4,54112,64470,9,22,4,9,16105
G2,CLG,8,15,0,1,15,8,0,2,36768,46282,13,38,1,8,16106
RNG,SKT,24,17,1,1,17,24,4,3,99972,97482,62,51,9,8,16107
G2,FW,12,26,2,1,26,12,2,3,81881,84212,22,63,6,9,15559
BBQ,ROX,5,14,0,1,14,5,0,3,43677,56589,14,39,1,9,16915
SKT,SUP,22,1,0,1,1,22,3,0,60605,43435,43,2,8,1,15560
CLG,FW,18,17,1,1,17,18,5,1,88464,87214,32,31,8,7,16081
SSG,MVP,7,10,1,2,10,7,3,2,90701,85515,20,22,10,6,16916
G2,SKT,3,23,0,1,23,3,0,1,35091,54601,4,41,1,10,16083
IG,SAT,22,19,0,2,19,22,1,4,70308,77916,44,43,3,11,17229
SPY,ROC,23,18,1,0,18,23,3,1,79796,72609,63,43,7,4,17024
SUP,RNG,11,26,0,1,26,11,1,3,60559,76988,14,51,3,9,16085
IG,GT,6,14,2,0,14,6,2,2,81404,75278,12,26,11,5,17234
JTM,M17,8,11,0,2,11,8,5,0,90057,96049,23,30,4,11,17743
MSE,FW,2,18,0,1,18,2,0,5,49229,63624,5,46,2,10,17745
SPY,S04,20,8,1,0,8,20,3,1,63323,50119,47,17,10,3,17031
CJE,JAG,4,10,0,1,10,4,1,4,64400,77612,9,32,2,9,16924
RNG,LGD,21,5,2,0,5,21,4,0,76718,53732,53,10,11,1,17238
CLG,DIG,16,7,3,0,7,16,1,3,74913,61352,41,18,10,4,356
SKT,ROX,17,26,0,2,26,17,3,3,65663,78920,30,65,3,8,892
CLG,XDG,6,22,0,0,22,6,0,0,34594,49960,15,52,0,0,113
SKT,KDM,12,7,1,0,7,12,4,1,63389,52987,32,13,9,3,893
DIG,CRS,7,5,1,0,5,7,2,1,48058,38642,24,11,11,4,231
TSM,DIG,15,6,0,3,6,15,3,2,85776,87848,40,15,5,8,351
JAG,SSG,21,12,3,1,12,21,3,4,96693,88518,56,32,9,7,894
TSM,CLG,14,6,1,0,6,14,2,2,62996,52819,44,18,11,4,234
IMiracle,ROX,12,23,1,1,23,12,2,4,71877,88395,27,54,2,10,895
TSM,LMQ,15,4,1,0,4,15,3,0,55522,39919,41,6,9,2,353
DIG,CST,20,11,2,0,11,20,5,1,81753,59344,62,27,10,6,237
KT,KDM,12,19,0,2,19,12,0,6,66811,81398,33,47,3,11,897
SSG,ROX,14,16,1,1,17,14,2,3,80788,83151,34,35,8,10,898
KDM,CJE,11,29,2,1,29,11,4,3,95810,104773,25,81,6,11,899
SK,MIL,22,10,0,0,10,22,0,2,52382,42354,44,24,11,2,692
SKT,KT,9,3,1,0,3,9,4,1,69171,56574,27,6,9,2,900
MYM,ROC,15,11,2,2,11,15,5,4,110053,100425,37,24,10,8,693
JAG,ROX,15,15,0,2,15,15,3,2,70041,76785,31,42,5,8,901
IMiracle,SSG,13,4,1,0,4,13,5,0,66690,50331,41,11,10,2,902
DIG,CST,6,11,0,0,11,6,0,0,43580,54177,13,30,0,0,114
ALL,SK,21,13,2,0,13,21,2,6,92714,85440,61,36,11,7,694
TSM,XDG,11,21,0,0,21,11,0,0,51874,67218,28,36,0,0,115
CRS,CST,8,14,0,0,14,8,0,0,40825,57697,22,32,0,0,116
CJE,KT,20,10,0,0,10,20,4,1,64342,53615,50,20,9,3,903
FNC,ROC,5,16,0,2,16,5,0,5,56401,74061,12,38,5,8,695
TSM,CST,0,12,0,0,12,0,0,0,35126,44828,0,33,0,0,117
CRS,XDG,21,9,0,0,9,21,0,0,75789,59876,65,28,0,0,118
ALL,FNC,16,7,2,0,7,16,4,1,68810,57041,39,10,10,6,696
SSG,SBE,12,8,1,0,8,12,5,0,56829,46553,30,24,11,3,2366
SKT,IMiracle,15,3,2,0,3,15,4,1,66024,44633,32,5,10,1,905
KT,SSG,9,2,1,0,2,9,4,0,61765,42662,23,7,10,0,906
SK,ROC,7,3,2,0,3,7,3,2,77479,63830,16,6,11,3,697
ROX,CJE,23,25,2,2,26,23,5,2,94402,95320,43,56,8,7,907
MIL,MYM,6,14,0,1,14,6,2,3,60369,73023,16,42,4,10,698
JAG,IMiracle,16,4,1,0,4,16,4,0,64653,50724,47,13,9,3,908
KT,ROX,16,5,2,0,5,16,5,0,76570,65298,50,12,10,4,909
KDM,IMiracle,20,2,0,1,2,20,1,2,58497,42267,51,6,11,1,911
SKT,JAG,14,11,1,0,11,14,5,1,73450,64401,39,21,11,5,912
ROX,KDM,13,4,1,0,4,14,3,0,48364,32868,39,9,10,0,913
SSG,SKT,1,13,0,1,13,1,0,4,36351,55153,2,21,0,10,914
P1,GV,22,4,1,0,4,22,1,2,52412,36168,54,10,9,3,449
CLG,TL,12,25,0,1,25,12,1,3,61186,68421,28,54,6,10,450
CJE,JAG,14,5,0,1,5,14,4,0,56017,48579,40,12,10,3,916
JAG,KT,10,13,0,3,13,10,1,5,84455,97072,31,26,3,10,917
CJE,IMiracle,21,6,2,0,6,21,2,2,58274,41436,50,18,11,1,918
C9,TL,7,20,0,1,20,7,0,5,63488,71208,18,62,5,10,452
C9,TSM,11,18,0,1,18,11,1,4,52487,62758,30,50,7,9,354
P1,TL,18,8,1,0,8,18,5,0,67693,56348,66,14,10,2,454
TSM,P1,18,9,1,0,10,18,4,1,70119,58614,55,21,10,2,451
CJE,JAG,8,2,1,0,2,8,3,1,54341,43451,21,6,8,1,921
CJE,SKT,15,8,1,0,8,15,4,1,72605,63644,37,15,10,3,922
SKT,ROX,17,4,1,0,5,17,3,0,64093,47111,48,10,8,0,923
WE,IG,4,17,0,0,17,5,0,0,52788,66127,12,45,0,0,924
TSM,C9,20,4,2,0,4,20,4,0,64476,47940,51,11,9,5,453
SS,Gamtee,17,6,0,0,6,17,0,0,64337,45571,39,13,0,0,925
EP,LGD,12,21,0,0,21,12,0,0,51143,67419,26,65,0,0,926
CLG,CST,12,3,1,0,4,12,2,0,54861,38806,30,7,11,2,232
C9,TSM,18,1,0,0,1,18,3,2,68433,53608,49,4,9,6,235
CLG,CRS,19,12,1,0,12,19,3,2,74660,61678,57,32,11,3,236
GMB,UOL,21,4,2,0,4,21,5,0,68831,49864,47,9,9,3,790
H2K,CW,17,6,1,0,6,17,5,0,59316,46715,43,17,10,2,791
SK,UOL,7,22,0,1,22,8,1,3,50505,63395,19,55,2,11,792
Anarchy,KDM,19,24,0,2,24,19,0,5,74544,77661,63,57,6,10,2365
FNC,H2K,4,19,1,0,19,4,2,2,43975,56847,8,55,2,10,793
UOL,FNC,14,7,1,0,7,14,3,1,47404,40419,41,18,11,4,794
TLA,,7,18,0,2,19,7,2,3,61021,73212,20,51,3,11,2316
CLB,MAG,26,10,1,0,10,26,1,3,59384,44984,84,17,9,3,2317
ODY,C9T,4,14,0,0,14,4,0,3,53465,60644,13,39,4,9,2318
LP,MS,6,16,0,1,16,6,0,5,61203,69451,13,24,4,6,2355
Ex Nihilo,CK,12,24,1,1,24,12,4,2,73653,78938,33,65,8,7,2357
SK,H2K,16,3,1,0,4,16,3,1,54471,39393,42,9,9,1,795
SKT,ROX,13,7,1,0,7,13,2,1,60442,51772,32,20,10,3,2379
SSG,JAG,14,3,1,0,3,14,4,1,64005,47555,41,5,10,0,2380
SKT,FNC,20,10,1,0,10,20,3,1,60140,47702,48,20,8,2,1817
CRS,CLG,19,19,1,1,19,19,3,4,85477,80861,46,47,10,5,350
C9,CRS,13,1,0,0,1,13,2,0,41496,27965,24,1,6,0,352
EDG,AHQ,25,17,2,0,18,25,3,2,83102,69884,60,52,9,3,1818
CRS,LMQ,25,18,1,1,18,25,5,1,82082,71717,64,48,9,5,355
ROX,CJE,24,4,1,0,4,24,4,0,61087,42151,70,9,9,0,2382
SKT,EDG,21,9,2,0,9,21,2,2,67611,54245,58,18,7,3,1819
SBE,JAG,7,19,0,1,19,7,4,2,64311,76901,14,54,4,9,2383
SSG,SKT,15,18,0,1,18,15,2,4,79151,91894,39,40,5,10,2384
VG.eu,LP,6,15,0,1,16,6,2,1,39423,51551,12,34,0,8,2349
MS,EA,19,8,0,0,8,19,1,1,45368,35118,43,8,6,1,2350
ROC,GMB,17,7,2,0,7,17,1,2,62719,48282,55,16,10,1,567
BR,LT,9,23,0,0,23,9,1,1,28509,42145,21,49,0,8,2351
IMiracle,KT,16,3,1,0,3,16,5,0,57627,46426,48,4,10,2,2385
SBE,IMiracle,13,9,1,0,9,13,4,2,76998,67229,41,19,8,4,2386
SKT,Anarchy,15,3,2,0,3,15,3,1,71262,56407,39,2,11,4,2387
ALL,CW,11,4,1,0,4,11,1,4,70085,62031,33,10,10,3,568
KT,ROX,5,19,0,1,19,5,0,3,41613,56515,12,50,1,10,2388
SK,ROC,4,19,0,2,19,4,0,4,46116,68863,9,44,2,10,569
Ex Nihilo,PHX,17,9,1,0,9,17,1,1,55417,42559,41,22,10,2,2353
IMiracle,SBE,9,13,0,1,13,9,2,4,67229,76998,19,41,4,8,2389
BZ,CK,36,29,0,3,29,36,5,0,77565,76353,70,64,8,8,2354
FNC,ALL,12,4,1,0,4,12,3,1,62529,52304,28,12,9,5,570
DEU,MS,12,2,1,0,2,12,3,0,57748,50451,24,5,8,3,2358
TG,Ex Nihilo,20,18,2,2,18,20,5,2,95222,91159,44,43,8,7,2359
CJE,SKT,9,23,0,2,23,9,1,3,58706,72344,20,47,4,11,2390
SK,FNC,4,12,0,3,12,4,0,5,56595,82502,10,25,3,10,571
KDM,SSG,14,6,2,0,6,14,4,0,64485,50387,30,17,9,2,2391
M3,KX,13,7,0,0,7,13,3,1,60700,50700,35,21,6,3,2410
Samurai in Jeans,Anexis eSports,20,3,0,0,3,20,0,0,58628,34600,56,10,0,0,2050
NME,F5,19,13,0,1,13,20,5,2,79516,69589,47,20,10,3,827
EP,AD Gaming,16,11,0,0,11,16,4,2,76500,73100,48,36,11,5,2411
TDK,FSN,4,19,0,1,19,4,1,3,50320,63469,10,46,3,10,828
ALL,ROC,3,12,0,2,12,3,1,4,64884,78803,3,27,4,11,572
