teamname1,teamname2,kills1,kills2,baronkills1,baronkills2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,scheduleid
GIA,H2K,3,17,0,1,17,3,0,3,35452,52010,3,42,1,10,715
C9,TSM,14,3,1,0,3,14,2,1,51574,35240,25,6,9,1,179
GV,NME,21,22,1,0,23,21,0,4,70555,71230,60,60,6,7,1964
SSG,SKT,1,13,0,1,13,1,0,4,36351,55153,2,21,0,10,914
XDG,CLG,2,13,0,1,13,2,0,3,33060,51846,2,35,0,11,181
S04,ROC,22,14,2,2,14,22,4,5,102073,95468,67,38,10,8,716
CRS,CST,12,23,0,2,23,12,0,5,56348,74212,21,60,5,11,182
SSG,SKT,3,19,0,1,19,3,0,3,29683,48682,10,40,0,8,914
SK,UOL,22,11,1,0,11,22,4,0,69775,55378,46,30,10,6,717
TL,T8,22,15,2,0,15,22,2,2,73509,64921,63,37,11,5,1965
MYM,CW,17,9,1,0,9,17,2,3,74061,64791,44,14,9,5,718
T8,TL,16,23,1,0,23,16,3,3,70773,75586,39,70,4,8,447
H2K,SK,10,16,0,2,16,10,1,3,58627,69720,17,38,4,9,719
IMiracle,KT,1,15,0,1,15,2,1,3,44213,60297,1,49,1,9,915
C9,CLG,12,6,1,0,6,12,1,2,49768,39877,38,14,8,3,448
P1,CLG,14,29,0,1,29,14,3,1,63668,72316,26,78,6,10,1967
P1,GV,22,4,1,0,4,22,1,2,52412,36168,54,10,9,3,449
P1,GV,9,20,0,2,20,9,2,4,67198,76754,16,50,5,10,449
P1,GV,13,5,1,0,5,13,3,1,58798,48302,44,13,9,4,449
P1,GV,29,8,1,0,8,29,1,1,56207,37857,56,19,11,2,449
CLG,TL,12,25,0,1,25,12,1,3,61186,68421,28,54,6,10,450
CLG,TL,11,22,0,1,22,11,3,1,53079,60735,28,63,4,10,450
TSM,CLG,14,4,0,0,4,14,1,1,46365,34048,26,9,8,1,234
CJE,JAG,14,5,0,1,5,14,4,0,56017,48579,40,12,10,3,916
CLG,TL,4,22,0,1,22,4,0,3,45135,60498,9,44,3,10,450
CJE,JAG,11,1,1,0,1,11,3,0,47639,31418,14,3,11,0,916
CRS,XDG,19,11,3,0,11,19,2,5,103807,91955,58,31,11,5,186
JAG,KT,10,13,0,3,13,10,1,5,84455,97072,31,26,3,10,917
EG,XDG,19,8,1,0,8,19,1,2,56352,44218,43,14,8,2,189
TSM,LMQ,17,3,1,0,4,17,3,0,55466,35891,34,8,10,1,353
JAG,KT,2,8,0,1,8,2,2,2,44856,55621,5,23,3,8,917
C9,CRS,20,11,1,0,11,20,3,2,73634,59164,41,24,8,4,190
TSM,CST,12,5,0,0,6,12,0,0,54712,39165,27,9,0,0,117
XDG,CST,21,12,1,1,12,21,4,2,89943,78362,47,33,9,4,192
CJE,IMiracle,21,6,2,0,6,21,2,2,58274,41436,50,18,11,1,918
ROC,GIA,21,5,1,0,5,21,4,0,71584,56226,62,9,8,4,722
CJE,IMiracle,17,7,1,0,7,17,3,1,58682,45813,41,16,11,2,918
CW,GMB,27,20,1,2,20,27,4,4,94999,93413,68,42,9,9,723
CLG,CST,20,4,1,0,4,20,3,0,57298,40217,44,10,10,2,195
DIG,CRS,3,16,0,2,16,3,0,4,44119,62419,5,40,3,11,196
C9,TL,7,20,0,1,20,7,0,5,63488,71208,18,62,5,10,452
FNC,GIA,25,9,2,0,9,25,3,1,67317,47810,67,19,9,1,724
C9,TSM,11,18,0,1,18,11,1,4,52487,62758,30,50,7,9,354
ROX,SKT,8,14,3,0,14,8,2,4,74516,76759,19,42,5,7,919
C9,CLG,25,12,1,0,12,25,4,0,57084,43207,39,23,9,4,197
TSM,CST,22,14,0,0,14,22,0,0,66994,51939,54,32,0,0,117
CRS,EG,28,13,2,0,13,28,3,1,74528,54687,67,26,10,4,198
SSG,KDM,1,13,0,1,13,2,0,5,41674,60098,3,21,0,10,920
CRS,DIG,19,9,2,0,9,19,5,1,83307,66693,46,22,11,2,200
GMB,H2K,33,15,2,0,15,33,6,1,93936,75658,89,30,10,5,725
CST,C9,6,24,0,0,24,6,0,4,34075,56023,10,52,1,8,201
EG,CLG,9,26,0,1,26,9,1,3,45175,65732,12,49,2,10,202
ROC,MYM,15,8,1,2,8,15,4,1,75500,63751,28,18,10,3,726
CST,CLG,24,28,0,2,28,24,0,5,65857,85003,46,68,4,10,204
XDG,CRS,18,12,2,1,12,18,3,4,85727,75381,48,21,11,5,205
C9,EG,24,6,1,0,6,24,3,0,57518,38423,32,8,9,0,206
C9,TL,12,8,3,0,8,12,3,1,73284,55959,34,24,10,3,452
CLG,TSM,21,14,1,0,14,21,2,3,62759,54623,65,31,8,4,208
C9,TL,12,8,2,0,8,12,2,3,68599,59660,35,23,9,4,452
CST,XDG,20,9,1,0,9,20,2,3,73181,63319,50,23,9,4,209
C9,TL,18,7,1,0,7,18,3,1,58614,42126,52,20,8,2,452
CRS,C9,8,15,0,1,15,8,1,2,46547,56194,23,37,5,8,210
CLG,XDG,14,9,1,0,9,14,2,1,53613,40914,36,10,9,2,211
TSM,CST,18,8,0,0,8,18,0,0,65887,48768,48,17,0,0,117
P1,TL,18,8,1,0,8,18,5,0,67693,56348,66,14,10,2,454
C9,TSM,10,11,1,0,11,10,3,2,60793,63650,22,30,5,8,354
P1,TL,6,17,0,1,17,6,2,2,60810,68121,14,51,5,8,454
TSM,P1,18,9,1,0,10,18,4,1,70119,58614,55,21,10,2,451
EG,CST,14,19,0,3,19,14,5,1,80902,85071,34,50,6,10,214
TSM,P1,20,9,2,0,9,20,3,0,54433,40725,57,13,8,1,451
C9,XDG,13,4,0,0,4,13,3,1,62182,43570,35,7,9,0,215
CST,CRS,5,15,0,1,15,5,3,2,52244,61488,5,35,6,9,216
TSM,P1,22,7,1,0,7,22,3,1,57527,41876,51,15,10,1,451
GIA,GMB,7,16,1,1,16,7,1,5,74608,83464,10,31,6,13,729
TSM,EG,26,17,2,0,17,26,3,2,81234,59207,52,47,10,2,123
CLG,C9,14,27,0,3,27,14,2,3,69365,83455,30,65,7,9,217
TSM,CRS,25,15,2,2,15,25,3,4,91816,82534,69,42,11,5,243
CRS,CLG,19,13,1,1,13,19,5,0,64803,56008,50,34,10,6,222
P1,TL,7,17,0,1,17,8,1,2,42121,54454,18,42,1,9,454
DIG,CST,22,26,2,0,26,22,3,3,85521,81034,57,55,8,8,223
CJE,JAG,8,2,1,0,2,8,3,1,54341,43451,21,6,8,1,921
P1,TL,3,15,0,2,15,3,2,3,53788,68237,7,38,3,9,454
CLG,EG,16,4,1,0,4,16,2,0,54870,39844,27,10,8,4,224
TSM,C9,16,9,0,1,9,16,1,3,64782,57736,54,28,9,4,357
CJE,JAG,12,3,1,0,3,12,3,0,57786,44194,35,9,10,2,921
FNC,GMB,21,5,1,0,5,21,0,3,59431,45225,58,8,10,1,455
MYM,FNC,8,18,0,2,18,8,1,3,51396,67455,26,41,2,11,731
CW,ALL,14,9,1,0,9,14,4,1,70851,54724,39,16,10,4,456
CJE,SKT,15,8,1,0,8,15,4,1,72605,63644,37,15,10,3,922
UOL,ROC,12,4,1,0,4,13,4,0,58858,42196,24,8,11,3,732
MYM,ROC,5,14,0,2,14,5,0,2,39391,59488,10,33,1,9,457
CJE,SKT,16,1,1,0,1,16,3,1,57396,40981,41,2,11,1,922
CW,SK,4,20,0,2,20,4,1,4,49590,68404,7,42,1,9,733
CJE,SKT,2,13,0,1,13,2,0,3,39374,55509,6,41,0,9,922
H2K,ROC,13,6,1,0,6,13,3,1,56120,43656,32,18,11,2,734
CJE,SKT,19,20,2,3,20,19,2,7,111358,118665,58,61,8,11,922
ALL,FNC,8,15,0,1,15,8,4,1,64885,72523,17,30,4,8,458
SK,GIA,15,10,1,0,10,15,3,2,73627,58531,35,16,11,10,735
GMB,CW,25,6,2,0,6,25,3,1,64034,42140,52,10,10,3,459
CJE,SKT,9,37,0,2,37,9,1,3,44982,68754,19,99,1,10,922
GMB,S04,12,7,2,0,7,12,2,4,78113,66353,29,13,11,5,736
SKT,ROX,17,4,1,0,5,17,3,0,64093,47111,48,10,8,0,923
TSM,C9,6,15,0,0,15,6,0,3,46321,59182,9,37,3,8,225
SKT,ROX,13,6,1,0,6,13,4,0,54382,39611,26,15,10,1,923
SK,MIL,10,27,0,2,27,10,0,6,66665,89531,23,54,3,10,460
DIG,CLG,1,9,0,1,9,1,0,2,27370,41262,4,18,3,11,226
MYM,ALL,20,14,1,0,14,20,4,1,76189,61805,50,27,11,3,461
EG,CRS,17,5,1,0,5,17,3,1,56216,43780,42,13,6,4,227
MYM,UOL,15,12,1,0,12,15,1,4,67957,69489,40,33,4,11,738
XDG,TSM,22,19,2,1,19,22,5,3,94629,86463,69,32,10,7,228
C9,CST,9,19,0,2,19,9,3,2,66040,66739,13,29,8,7,229
ROC,CW,7,17,0,1,17,7,1,4,60078,72336,16,42,4,9,739
XDG,EG,9,28,0,3,28,9,1,5,60293,90099,11,63,1,11,230
S04,GIA,22,10,0,1,10,22,4,0,72415,65553,41,23,7,8,740
DIG,CRS,9,18,2,0,18,9,1,4,55970,61040,26,52,7,9,231
SKT,ROX,25,14,2,1,15,26,5,2,91852,81052,57,36,9,5,923
WE,IG,4,17,0,0,17,5,0,0,52788,66127,12,45,0,0,924
FNC,SK,29,14,2,1,14,29,4,2,82591,66526,67,40,10,4,741
TSM,CLB,20,7,1,0,7,20,2,1,61384,43126,45,13,10,1,246
FNC,SK,23,2,0,0,2,23,3,0,58241,38924,50,1,10,1,462
WE,IG,13,26,0,0,26,14,0,0,50705,62832,26,67,0,0,924
TSM,C9,20,4,2,0,4,20,4,0,64476,47940,51,11,9,5,453
MIL,GMB,7,13,0,1,13,7,0,3,44371,61799,11,40,1,9,463
SS,Gamtee,17,6,0,0,6,17,0,0,64337,45571,39,13,0,0,925
DIG,TSM,3,19,0,1,19,3,0,2,29375,46217,8,33,1,9,127
SS,Gamtee,22,3,0,0,3,22,0,0,52781,32089,42,8,0,0,925
EP,LGD,12,21,0,0,21,12,0,0,51143,67419,26,65,0,0,926
EP,LGD,8,20,0,0,20,8,0,0,42331,58731,20,49,0,0,926
TSM,C9,14,7,1,0,7,14,3,1,57727,47225,32,19,11,3,453
EDG,KNG,32,15,0,0,15,33,0,0,71806,52886,76,35,0,0,927
CW,SK,12,17,1,2,17,12,4,3,87780,93382,29,47,10,9,464
CLG,CST,12,3,1,0,4,12,2,0,54861,38806,30,7,11,2,232
ROC,MIL,12,2,1,0,2,12,3,0,56071,36431,22,1,9,0,465
SK,MYM,20,8,1,0,8,20,3,2,72622,53919,48,17,9,0,466
CLG,CST,8,8,1,0,8,8,3,1,52145,44237,23,11,9,4,232
MIL,FNC,13,16,0,2,16,13,2,5,71452,87866,34,49,5,9,467
C9,CRS,17,7,1,0,7,17,1,3,60432,45793,60,19,8,3,233
UOL,H2K,10,20,0,1,20,10,1,5,60531,73674,18,48,4,10,743
ROC,CW,8,14,0,1,14,8,1,3,54899,65002,14,32,4,8,468
FNC,GMB,9,33,0,1,33,9,0,5,55377,72303,18,87,5,8,744
GMB,MYM,24,15,1,1,15,24,3,2,78970,69043,53,30,8,6,469
ROC,S04,13,2,1,0,2,13,3,0,57230,43589,28,1,11,3,745
ALL,ROC,10,17,0,1,17,10,1,5,64943,78698,25,34,5,9,470
CW,MYM,25,18,0,1,18,25,4,2,83098,76900,86,46,8,4,746
GIA,UOL,19,14,2,0,14,19,4,1,71556,61466,47,39,10,5,747
MIL,ALL,9,10,0,1,10,9,0,3,43152,54705,18,16,4,9,471
SK,H2K,8,18,0,1,18,8,0,4,59100,70133,20,37,3,11,748
ROC,MYM,12,4,0,1,4,12,5,1,80301,67691,35,5,8,4,472
GIA,FNC,7,16,0,1,16,7,2,2,43670,55140,20,44,3,7,749
CW,MIL,16,12,0,0,12,16,0,4,57884,50375,50,33,10,1,473
UOL,SK,20,12,2,0,12,20,3,0,60038,47164,52,19,11,4,750
GMB,SK,21,9,2,0,9,21,4,1,78178,56590,44,10,11,3,474
C9,TSM,18,1,0,0,1,18,3,2,68433,53608,49,4,9,6,235
C9,TSM,21,4,2,0,4,21,2,3,75402,56449,54,3,11,4,235
C9,TSM,15,1,1,0,1,15,2,2,69502,52068,40,3,11,5,235
ROC,GMB,18,6,2,0,6,18,3,1,75476,56910,40,9,10,1,476
CLG,CRS,19,12,1,0,12,19,3,2,74660,61678,57,32,11,3,236
FNC,MYM,15,4,0,1,4,15,4,1,70392,52331,36,11,11,2,477
CLG,CRS,19,8,1,0,9,20,2,2,55323,40017,51,12,10,3,236
DIG,CST,2,12,0,1,12,2,1,2,39699,50320,5,32,3,9,237
C9,TSM,13,5,2,0,5,13,4,1,71727,54455,31,11,10,5,238
TSM,CLG,23,12,1,1,12,23,3,1,72761,56861,45,24,11,1,138
CRS,CLG,9,16,0,1,16,9,1,3,47670,64998,23,39,3,10,239
TSM,WFX,13,4,1,0,5,13,3,0,59276,45079,36,10,11,3,371
GMB,CW,18,8,1,0,8,18,1,3,63541,51020,48,14,9,3,753
LMQ,EG,21,10,1,0,10,21,2,2,64011,48588,47,28,7,3,240
CLG,LMQ,15,22,1,2,22,15,2,3,65193,74270,38,50,6,9,242
CLB,LMQ,6,22,0,1,22,6,0,3,38762,57988,11,51,2,9,244
EG,CLG,9,7,0,0,7,9,2,0,38890,42328,17,10,2,8,248
LMQ,CRS,11,5,2,0,5,11,3,3,79508,67010,22,12,10,6,249
C9,CLB,12,14,0,1,14,12,3,3,74257,73003,28,35,9,9,250
DIG,TSM,11,4,1,1,4,11,4,2,82431,71089,32,10,11,4,261
ROC,FNC,11,15,1,2,15,11,3,4,79905,88027,25,34,8,9,480
TSM,TL,13,1,1,0,1,13,4,1,65841,50549,42,3,10,3,374
TSM,XDG,7,1,1,1,1,7,4,0,58904,41405,14,1,10,2,143
CW,FNC,15,26,1,1,26,15,4,2,79741,86082,33,54,6,11,482
ALL,SK,5,16,0,1,16,5,0,4,49643,68708,7,35,1,9,483
MYM,CW,18,10,1,1,10,18,4,0,64883,52746,47,26,11,2,484
SK,S04,11,2,1,0,2,11,3,0,57896,42687,29,6,8,1,756
SK,ROC,14,6,0,1,6,14,4,0,65652,50307,28,14,9,1,485
GMB,ROC,15,10,2,0,10,15,3,4,89913,77779,34,24,10,6,757
GMB,FNC,23,18,2,0,18,23,6,0,95303,72257,36,38,11,3,486
CLG,TSM,11,3,0,0,3,11,2,1,49605,39039,31,3,9,3,254
FNC,ALL,8,17,0,2,17,8,1,4,59583,76872,23,38,1,11,487
CLB,EG,3,19,0,2,19,3,1,3,45490,67818,5,50,3,9,255
MIL,ROC,8,17,0,3,17,8,2,3,68359,88117,13,44,4,11,488
C9,CRS,9,3,1,0,3,9,3,0,55321,38524,19,4,11,2,257
EG,DIG,3,8,0,1,8,3,0,4,36325,51896,3,18,2,9,268
CW,GMB,8,19,0,2,19,8,2,4,65233,84529,19,48,2,8,489
CRS,TSM,7,12,0,2,12,7,2,3,54895,72012,16,35,3,11,269
MYM,MIL,6,28,0,1,28,6,0,3,44440,66465,14,59,3,10,490
SK,CW,7,11,0,2,11,7,3,3,69980,82253,14,30,4,11,491
MYM,GMB,13,1,1,0,1,13,2,1,47128,32982,27,0,8,1,492
FNC,ROC,6,13,0,2,13,6,0,4,43281,61156,13,19,1,8,493
MYM,GIA,26,16,2,0,16,26,4,2,82635,67305,65,37,10,3,759
ALL,MIL,19,11,1,0,11,19,3,0,60582,44408,44,19,11,3,494
H2K,GMB,14,10,2,0,10,14,5,0,67444,54891,44,25,11,3,760
CW,S04,20,14,1,2,14,20,5,5,111621,104865,49,24,9,11,761
TSM,C9,16,7,2,0,7,16,1,4,65872,52146,48,13,10,4,150
DIG,CRS,10,5,1,0,5,10,2,1,58171,48845,23,8,11,3,272
SK,FNC,13,7,2,0,7,13,5,0,68342,53667,30,14,10,2,762
SK,FNC,13,13,2,0,13,13,4,1,78045,64455,29,25,11,3,495
CRS,EG,15,5,1,0,5,15,2,0,54475,37869,45,15,9,0,259
DIG,CST,21,9,1,0,9,21,3,2,76800,58138,58,18,10,4,152
ROC,UOL,17,4,0,0,4,17,2,1,56990,41259,47,12,9,1,763
CLB,CLG,6,10,0,1,10,7,3,0,45217,51036,12,18,4,8,260
CW,MYM,10,14,0,1,14,10,3,1,58585,62363,19,26,4,8,496
TSM,LMQ,6,16,0,1,16,6,1,5,61053,78745,14,46,2,9,262
TL,DIG,8,18,0,2,18,8,2,3,58845,70637,18,53,5,9,384
ROC,ALL,11,7,1,0,7,11,1,4,69254,64829,33,12,8,6,497
GMB,MIL,8,10,2,0,10,8,5,0,80973,59634,11,16,10,2,498
EG,TSM,17,31,0,1,31,17,3,1,53788,68478,33,75,2,7,153
ALL,MYM,7,22,0,1,22,7,0,5,53569,70366,5,57,6,10,499
TSM,P1,18,4,1,0,5,18,3,0,56240,39858,43,12,10,2,386
CLB,TSM,2,21,0,1,21,2,1,1,38599,56867,4,48,2,9,275
DIG,CLG,11,10,2,0,10,11,1,4,59839,66031,29,21,5,11,264
CLB,CRS,17,12,2,0,12,17,6,0,77865,57346,50,31,9,3,265
C9,CLG,16,15,0,1,15,16,2,3,54373,57521,41,35,8,4,266
LMQ,CLB,30,15,0,0,15,30,3,0,65179,50159,49,29,10,2,267
FNC,MIL,11,19,0,1,20,11,0,5,54633,66046,24,49,6,8,500
EG,LMQ,8,3,0,1,3,8,3,3,79750,73609,15,6,8,5,271
CLG,CLB,24,11,1,0,11,24,3,0,59811,42465,43,25,9,3,273
CRS,LMQ,20,4,1,0,4,20,4,1,65869,49520,52,8,9,3,274
CRS,TSM,6,16,0,1,16,6,0,3,40194,58866,13,49,2,11,156
CLG,EG,13,8,2,0,8,13,3,2,79412,68479,40,21,10,7,276
C9,DIG,14,7,1,0,7,14,5,0,67048,50871,39,15,11,3,277
CRS,C9,6,15,0,1,15,6,1,4,52464,68211,14,49,6,10,278
LMQ,CLG,10,21,0,0,21,10,2,3,46957,61599,27,66,2,9,280
EG,CLB,18,1,1,0,1,18,3,1,57179,39505,37,4,10,3,281
DIG,CLB,1,14,0,1,14,1,0,3,42108,64628,0,35,1,9,282
S04,UOL,12,18,2,0,18,12,1,5,77820,76103,24,48,6,9,765
FNC,MYM,14,2,1,0,2,14,3,0,52420,37308,25,5,11,2,766
H2K,CW,14,5,1,0,5,14,3,0,47322,32493,36,14,11,1,767
MIL,CW,9,13,0,2,13,9,3,4,79377,97985,21,36,4,11,503
GMB,ROC,5,13,0,1,13,5,1,3,48752,62001,2,26,3,9,504
C9,LMQ,8,14,1,0,14,8,0,3,46708,57230,20,42,3,9,285
S04,H2K,15,8,1,0,8,15,4,2,71082,63925,52,18,8,4,769
CLB,C9,10,9,2,0,9,10,3,1,68597,54986,35,21,11,3,287
CW,UOL,9,24,0,1,24,9,0,5,53137,65693,22,58,4,11,770
MYM,FNC,16,12,1,0,12,16,4,0,66605,56429,48,32,8,3,505
ROC,FNC,6,19,0,1,19,6,0,3,37723,51820,13,47,3,11,771
GV,CLG,9,23,0,1,23,9,0,3,43099,59551,25,66,2,9,1984
TSM,DIG,17,7,2,0,7,17,2,3,67199,55012,51,18,11,5,162
GMB,MYM,5,21,0,2,21,5,0,5,60294,76059,12,53,2,11,772
C9,T8,21,9,0,0,9,21,1,2,55937,46868,56,26,9,4,1985
GIA,SK,12,17,0,2,17,12,1,4,57818,66804,20,50,4,7,773
TSM,TDK,26,14,2,0,14,26,4,1,86355,70273,76,32,10,3,1986
P1,TL,10,12,0,1,12,11,1,2,51524,59754,25,29,4,8,1987
MYM,H2K,6,10,0,1,10,6,2,4,65817,73684,16,32,1,11,774
GIA,ROC,4,18,0,1,18,4,1,3,41089,55514,8,43,3,11,775
S04,GMB,3,8,0,1,8,3,2,1,36802,46802,9,24,3,10,776
SK,CW,17,6,2,0,6,17,4,1,65025,50190,28,10,10,2,777
UOL,FNC,30,34,1,1,34,30,4,1,67296,70247,59,82,8,8,778
H2K,FNC,2,16,0,1,16,2,1,3,43408,54608,2,35,4,9,779
TSM,XDG,15,8,0,0,8,15,0,0,52881,41027,44,24,0,0,4
GIA,S04,12,25,0,1,25,12,3,2,58936,63535,22,62,8,10,780
TSM,EG,13,4,1,0,4,13,5,0,66249,46348,34,9,11,2,283
FNC,CW,2,16,0,1,16,2,0,3,37786,53583,3,36,4,10,507
CW,ROC,27,24,1,2,24,27,4,4,95311,92625,83,56,10,6,781
GMB,MYM,12,4,1,0,4,12,3,1,70204,53348,22,8,11,2,508
DIG,T8,27,15,1,0,15,27,2,3,70458,58026,68,32,9,6,396
UOL,GMB,11,28,0,1,28,11,1,3,53299,62215,23,62,5,9,782
ROC,SK,3,8,0,1,8,3,0,2,32000,43480,5,15,2,7,509
CLG,DIG,18,3,1,0,3,18,2,1,57198,41478,48,2,10,3,292
TSM,CLG,15,2,2,0,2,15,3,1,70609,52465,48,5,9,3,286
CLG,TSM,13,27,1,1,27,13,0,5,61733,81418,28,69,4,10,166
CRS,CLB,20,12,3,0,12,20,3,4,100223,95176,53,31,10,9,293
SK,MYM,20,12,2,0,12,20,5,0,67497,58019,61,33,8,4,783
DIG,LMQ,19,7,1,0,7,19,4,1,67706,46140,43,19,10,0,289
LMQ,C9,11,19,1,0,19,11,2,3,57761,63416,26,44,7,7,294
CLG,NME,19,15,3,0,15,19,3,4,84247,74378,53,36,10,7,1989
Team ALTERNATE,Lemondogs,25,7,0,0,8,25,0,0,48800,34900,61,16,0,0,2068
TSM,CST,10,2,1,0,2,10,2,0,42429,30944,21,4,7,2,401
CLB,CLG,6,14,0,2,14,6,1,3,52099,63745,7,30,4,8,295
TSM,DIG,17,4,0,0,4,17,0,0,52376,33688,40,9,0,0,6
S04,GIA,10,30,0,2,30,10,0,3,54214,74783,24,80,3,10,2200
CLG,C9,23,9,2,0,9,23,4,0,75331,54738,62,21,10,3,297
TSM,CRS,12,4,1,0,4,12,2,1,51869,40273,36,11,8,1,172
XDG,DIG,8,25,0,0,25,8,0,0,42495,60646,24,63,0,0,8
CLB,EG,22,23,1,2,23,22,2,5,106535,108813,57,51,10,8,300
DIG,Team MRN,18,3,0,0,3,18,0,0,46716,28381,48,5,0,0,9
LMQ,CRS,16,24,1,1,24,16,3,2,62727,68641,42,64,3,8,301
WFX,DIG,12,26,0,2,27,12,3,3,70311,84664,36,74,6,9,404
FNC,ROC,20,21,3,0,21,20,3,2,74675,65822,40,49,9,4,2201
C9,CRS,2,4,0,4,4,2,1,5,74999,96623,6,4,4,11,303
CLG,LMQ,9,20,0,1,20,9,0,5,49107,69996,26,60,3,10,304
GMB,SK,17,29,0,1,29,17,1,5,64825,75683,39,87,5,10,785
DIG,XDG,18,5,1,0,5,18,3,1,71637,51157,32,10,11,1,174
FNC,S04,14,3,2,0,3,14,4,0,57998,43436,33,10,10,3,786
DIG,EG,13,12,1,1,12,13,4,3,90559,81558,25,27,10,5,296
H2K,GMB,22,5,1,0,5,22,1,2,54765,40020,41,11,10,2,2202
MIL,ALL,22,8,1,0,8,22,4,0,68328,57348,47,13,7,5,510
CRS,CLG,16,10,1,0,10,16,4,1,70630,60437,40,30,9,4,305
ALL,FNC,21,8,1,0,8,21,3,1,66069,52787,60,20,7,3,511
CLB,DIG,9,10,0,4,11,9,1,5,78538,87481,31,16,8,7,306
H2K,UOL,19,6,1,0,6,19,2,2,58555,41729,38,9,11,2,787
DIG,TSM,14,21,0,2,21,14,0,4,58087,75684,39,65,6,11,177
SK,MYM,15,4,1,0,4,15,3,1,68935,48787,32,10,11,2,512
MYM,ROC,12,2,1,0,2,12,5,1,69573,56239,34,5,11,1,788
TSM,CRS,8,5,1,1,5,8,1,4,74480,68660,19,10,10,4,298
MIL,GMB,7,19,0,1,19,7,1,2,46245,65193,12,33,4,9,513
SK,OG,9,37,0,2,37,10,2,3,54500,73132,20,106,4,11,2203
LMQ,EG,19,13,1,1,13,19,5,1,79077,68701,53,34,11,5,307
DIG,TSM,13,6,3,0,6,13,4,2,83735,66482,28,12,11,3,299
ROC,CW,6,15,1,1,15,6,0,5,61870,83014,10,35,2,11,514
MYM,GIA,13,15,0,1,15,13,3,3,71421,79665,25,35,3,8,789
UOL,CW,16,3,1,0,3,16,3,0,51384,36565,45,6,11,2,2204
DIG,C9,13,15,0,1,15,13,1,4,58707,73334,28,37,3,9,309
TSM,DIG,20,6,2,0,6,20,3,1,65360,45623,51,5,10,2,410
FNC,GMB,17,0,1,0,0,17,3,1,61932,45395,39,0,8,2,515
CLG,TSM,17,11,1,2,11,17,2,2,71398,66494,34,20,11,4,310
GMB,FNC,6,14,0,2,15,6,4,1,60881,75567,11,34,4,9,2205
EG,DIG,22,21,0,2,21,22,2,3,73935,81525,46,46,6,9,180
EG,C9,3,14,0,2,14,3,0,4,44921,64922,11,37,2,9,311
CW,MIL,13,11,1,0,11,13,4,2,73682,61537,29,21,8,3,516
XDG,TSM,8,22,0,0,22,8,0,0,48778,66578,22,68,0,0,10
GMB,UOL,21,4,2,0,4,21,5,0,68831,49864,47,9,9,3,790
EG,TSM,2,20,0,1,20,2,0,5,54255,73333,4,52,3,10,302
ALL,SK,1,17,0,1,17,1,0,5,57405,76786,1,42,5,9,517
GMB,UOL,10,26,0,1,26,11,0,3,47151,60832,21,70,3,11,790
CLB,CRS,11,19,3,1,19,11,7,1,129459,120433,29,47,11,8,312
GIA,SK,17,8,1,0,8,17,2,2,62863,49529,34,19,9,3,2206
CST,TSM,7,25,0,2,25,7,0,5,55867,82792,16,63,3,11,184
LMQ,DIG,21,5,1,0,5,21,2,1,51746,33551,44,14,9,1,313
MYM,ROC,20,10,1,0,10,20,4,0,68078,52042,43,30,10,3,518
GMB,UOL,16,23,0,0,23,17,2,3,58001,66333,34,45,3,8,790
UOL,ROC,17,21,0,3,21,17,3,3,83362,89955,45,45,8,7,2207
CLB,LMQ,11,11,1,0,11,11,3,3,76748,73311,22,30,6,6,314
DIG,CST,20,10,1,1,10,20,3,3,81984,75399,29,24,9,6,417
CW,FNC,13,8,2,0,8,13,2,3,79896,70638,29,15,9,5,519
DIG,CLG,5,11,0,1,11,5,1,3,42031,54175,10,25,5,11,315
GMB,UOL,5,14,0,1,14,5,2,3,50546,62134,9,33,1,10,790
CST,DIG,8,12,0,3,12,8,3,2,64503,77222,19,27,7,11,187
TSM,CLG,16,5,1,0,5,17,1,2,46608,33561,45,12,9,1,188
CRS,EG,12,16,0,3,16,13,1,5,73721,92780,35,46,5,10,316
H2K,CW,17,6,1,0,6,17,5,0,59316,46715,43,17,10,2,791
TSM,CLB,10,1,1,0,1,10,2,0,52419,35350,28,1,9,0,308
H2K,S04,16,5,1,0,5,16,2,0,51230,39835,37,12,10,2,2208
WFX,TSM,20,20,2,0,20,20,2,3,75052,79909,56,41,7,9,419
OG,CW,16,3,1,0,3,16,3,0,50452,38383,27,5,11,3,2209
TSM,EG,26,9,1,0,9,26,3,0,59079,37547,58,18,11,2,191
DIG,TSM,17,7,0,0,7,17,0,0,45276,32436,29,13,0,0,12
OG,UOL,22,4,1,0,4,22,2,1,53191,38148,62,8,10,2,2210
SK,MIL,23,12,1,0,12,24,4,3,89416,76099,58,22,10,3,521
TSM,T8,17,7,1,0,7,17,4,1,68230,51709,42,16,9,2,423
MYM,ALL,6,19,0,2,19,6,3,2,63133,78944,15,51,5,10,522
H2K,CW,22,9,1,0,9,22,5,0,59882,48566,54,17,10,2,791
SK,UOL,7,22,0,1,22,8,1,3,50505,63395,19,55,2,11,792
DIG,CST,10,5,0,0,5,10,0,0,62749,41878,17,9,0,0,14
C9,CLB,17,6,1,0,6,17,5,0,74632,56779,24,9,11,4,319
XDG,TSM,4,18,0,1,18,4,0,3,36504,53360,7,27,0,7,194
