scheduleid,name_1,name_2,name_1_win,name_2_win,name_1_country,name_2_country
17281,SS,VG,2,1,CN,CN
17268,GT,VG,0,2,CN,CN
2050,Samurai in Jeans,Anexis eSports,2,0,EU,EU
17745,MSE,FW,0,2,TW,TW
13981,MSE,CGE,2,0,TW,TW
13977,HKE,MSE,1,1,HK,TW
13997,MSE,XG,1,1,TW,TW
18581,LD,VG,1,0,CN,CN
27604,JT,M17,3,1,TW,HK
18570,VG,SAT,1,0,CN,CN
22772,SS,QG,0,2,CN,CN
18567,VG,GT,0,1,CN,CN
13964,MSE,M17,1,1,TW,HK
13962,FW,MSE,2,0,TW,TW
22766,SS,GT,1,2,CN,CN
22748,NewBee,SS,1,2,CN,CN
22738,SS,WE,0,2,CN,CN
22722,RNG,SS,2,0,CN,CN
22718,IM,SS,0,2,CN,CN
21650,RNG,SS,1,2,CN,CN
18679,SS,IM,2,3,CN,CN
20032,WE,SS,3,2,CN,CN
13956,CGE,MSE,0,2,TW,TW
19863,SS,IM,1,3,CN,CN
17304,SAT,SS,1,2,CN,CN
17298,SS,Newbee,2,0,CN,CN
17285,GT,SS,1,2,CN,CN
17275,SS,IM,0,2,CN,CN
17269,RNG,SS,2,0,CN,CN
18672,SS,RYL,3,0,CN,CN
18737,SS,WE,1,0,CN,CN
18578,SS,NEWBEE,1,0,CN,CN
18573,YM,SS,1,0,CN,CN
18568,SS,YM,1,0,CN,CN
18557,SS,WE,1,0,CN,CN
18544,WE,SS,1,0,CN,CN
18537,Newbee,SS,0,1,CN,CN
17254,SS,WE,2,1,CN,CN
17236,SS,SAT,2,0,CN,CN
17235,Newbee,SS,0,2,CN,CN
18558,VG,LD,0,1,CN,CN
18545,SAT,VG,0,1,CN,CN
18536,GT,VG,1,0,CN,CN
17255,SAT,VG,1,2,CN,CN
17250,Newbee,VG,2,0,CN,CN
17243,WE,VG,2,0,CN,CN
17231,VG,IM,2,1,CN,CN
17224,RNG,VG,2,0,CN,CN
15732,WE,VG,3,1,CN,CN
17216,SS,GT,1,2,CN,CN
13575,SAT,VG,0,2,CN,CN
13555,RNG,VG,2,1,CN,CN
13548,SS,VG,1,2,CN,CN
13542,GT,VG,0,2,CN,CN
13527,WE,VG,0,2,CN,CN
13521,Newbee,VG,2,1,CN,CN
13515,M3,VG,1,2,CN,CN
13509,VG,SAT,2,0,CN,CN
13487,VG,RNG,1,2,CN,CN
23644,XG,M17,0,2,TW,HK
12930,RNG,VG,2,0,CN,CN
12806,VG,UP,2,0,CN,CN
12685,WE,VG,2,0,CN,CN
2538,VG,RNG,1,1,CN,CN
2525,UP,VG,0,2,CN,CN
2522,M3,VG,1,1,CN,CN
2517,SS,VG,1,1,CN,CN
2514,KNG,VG,0,2,CN,CN
2500,Newbee,VG,2,0,CN,CN
2488,VG,WE,1,1,CN,CN
23642,HKE,M17,0,2,HK,HK
23639,M17,WS,2,1,HK,TW
23632,M17,FB,2,1,HK,TW
23627,M17,FW,0,2,HK,TW
23624,M17,JTM,2,1,HK,TW
23613,M17,HKE,2,1,HK,HK
23620,M17,XG,2,0,HK,TW
23611,Spider,M17,0,2,TW,HK
23604,FB,M17,1,2,TW,HK
23598,FW,M17,2,0,TW,HK
23560,JTM,M17,2,1,TW,HK
20360,JTM,M17,2,3,TW,HK
17800,M17,FW,0,2,HK,TW
17796,M17,FB,1,1,HK,TW
17789,HKE,M17,2,0,HK,HK
17777,M17,JTM,0,2,HK,TW
17775,M17,XG,1,1,HK,TW
17764,FW,M17,2,0,TW,HK
17757,FB,M17,0,2,TW,HK
17755,XG,M17,0,2,TW,HK
17748,M17,HKE,0,2,HK,HK
17743,JTM,M17,1,1,TW,HK
15833,FW,M17,3,0,TW,HK
13975,M17,CGE,2,0,HK,TW
13970,M17,FW,0,2,HK,TW
13967,HKE,M17,1,1,HK,HK
13963,M17,XG,2,0,HK,TW
13955,FW,M17,2,0,TW,HK
13949,CGE,M17,0,2,TW,HK
13945,M17,HKE,1,1,HK,HK
13942,XG,M17,0,2,TW,HK
13936,M17,MSE,2,0,HK,TW
4839,M17,FW,0,2,HK,TW
4826,M17,LGS,1,1,HK,TW
4830,M17,MSE,1,1,HK,TW
4823,HKE,M17,2,0,HK,HK
4819,AS,M17,0,2,TW,HK
13571,WE,SS,1,2,CN,CN
13564,GT,SS,1,2,CN,CN
13560,M3,SS,0,2,CN,CN
13557,SS,Newbee,2,0,CN,CN
13540,SS,RNG,0,2,CN,CN
13523,SS,SAT,2,0,CN,CN
13512,Newbee,SS,2,0,CN,CN
13506,SS,WE,2,1,CN,CN
13497,SS,GT,2,1,CN,CN
13493,SS,M3,0,2,CN,CN
12932,SS,LD,0,2,CN,CN
12687,WE,SS,2,0,CN,CN
12686,UP,SS,0,2,CN,CN
12684,SS,M3,2,0,CN,CN
12302,SS,Newbee,0,3,CN,CN
2533,SS,M3,2,0,CN,CN
2530,UP,SS,0,2,CN,CN
2527,SS,RNG,0,2,CN,CN
2521,Newbee,SS,1,1,CN,CN
10696,UP,SS,1,3,CN,CN
2493,SS,KNG,1,1,CN,CN
2491,SS,WE,1,1,CN,CN
10692,SS,RYL,3,0,CN,CN
2482,M3,SS,0,2,CN,CN
2473,RNG,SS,1,1,CN,CN
2463,VG,SS,2,0,CN,CN
2457,SS,Newbee,1,1,CN,CN
2437,KNG,SS,0,2,CN,CN
2422,WE,SS,0,2,CN,CN
2418,SS,UP,1,1,CN,CN
4811,FW,M17,2,0,TW,HK
1058,SS,KNG,3,2,CN,CN
1049,RYL,SS,0,2,CN,CN
1040,M3,SS,1,1,CN,CN
4802,LGS,M17,1,1,TW,HK
1037,SS,Gamtee,2,0,CN,CN
13943,MSE,FW,0,2,TW,TW
4599,MSE,M17,2,0,TW,HK
4595,M17,HKE,1,1,HK,HK
4590,M17,AS,2,0,HK,TW
13934,XG,MSE,1,1,TW,TW
13932,MSE,HKE,0,2,TW,HK
12312,FW,MSE,3,0,TW,TW
11931,MSE,HKE,1,3,TW,HK
4838,HKE,MSE,1,1,HK,TW
4834,AS,MSE,1,1,TW,TW
4821,FW,MSE,2,0,TW,TW
4813,LGS,MSE,0,2,TW,TW
4809,MSE,HKE,1,1,TW,HK
4805,MSE,AS,1,1,TW,TW
4593,MSE,FW,1,1,TW,TW
4584,MSE,LGS,1,1,TW,TW
1120,MSE,NGU,1,0,TW,TW
1128,MSE,DOR,1,0,TW,TW
1134,MSE,FW,0,1,TW,TW
1124,LGS,MSE,1,0,TW,TW
1133,HKE,MSE,1,0,HK,TW
1102,MSE,NGU,1,0,TW,TW
1096,FW,MSE,1,0,TW,TW
1104,MSE,LGS,0,1,TW,TW
1138,MSE,DOR,1,0,TW,TW
1113,HKE,MSE,1,0,HK,TW
1088,NGU,MSE,1,0,TW,TW
1084,MSE,DOR,1,0,TW,TW
1080,LGS,MSE,1,0,TW,TW
1070,MSE,FW,0,1,TW,TW
1069,MSE,HKE,0,1,TW,HK
1261,Against All Authority,Dragonborns,0,1,EU,EU
1226,Against All Authority,Dragonborns,1,0,EU,EU
1218,Dragonborns,Against All Authority,0,1,EU,EU
1200,Dragonborns,Against All Authority,0,1,EU,EU
1028,SS,EP,2,0,CN,
1024,VG,SS,2,0,CN,CN
1000,KNG,SS,0,2,CN,CN
998,WE,SS,1,1,CN,CN
989,M3,SS,2,0,CN,CN
980,RYL,SS,0,2,CN,CN
969,VG,SS,1,1,CN,CN
964,SS,EP,2,0,CN,
944,KNG,SS,1,1,CN,CN
929,WE,SS,0,2,CN,CN
925,SS,Gamtee,2,0,CN,CN
12679,Newbee,SS,1,2,CN,CN
2477,VG,Newbee,1,1,CN,CN
10688,VG,YG,3,1,CN,CN
2469,VG,M3,1,1,CN,CN
2455,RNG,VG,1,1,CN,CN
2450,VG,KNG,1,1,CN,CN
2448,WE,VG,1,1,CN,CN
2421,VG,UP,1,1,CN,CN
1055,VG,M3,2,0,CN,CN
1034,RYL,VG,0,2,CN,CN
1021,VG,Gamtee,2,0,CN,CN
1004,VG,EP,1,1,CN,
995,WE,VG,1,1,CN,CN
991,VG,KNG,1,1,CN,CN
984,VG,EP,2,0,CN,
979,VG,M3,2,0,CN,CN
963,RYL,VG,1,1,CN,CN
957,VG,KNG,2,0,CN,CN
954,WE,VG,1,1,CN,CN
941,VG,Gamtee,1,1,CN,CN
12674,VG,YG,2,0,CN,CN
22799,IM,RNG,2,1,CN,CN
22767,RNG,QG,2,0,CN,CN
22761,RNG,WE,1,2,CN,CN
22751,RNG,NewBee,2,0,CN,CN
22741,RNG,GT,2,1,CN,CN
22708,RNG,IM,0,2,CN,CN
21190,SKT,RNG,3,1,KR,CN
20608,RNG,TSM,1,0,CN,US
20604,SPY,RNG,1,0,EU,CN
20600,RNG,SPY,1,0,CN,EU
20598,TSM,RNG,0,1,US,CN
19864,RNG,IM,3,2,CN,CN
17308,IM,RNG,0,2,CN,CN
17283,WE,RNG,2,1,CN,CN
17277,SAT,RNG,0,2,CN,CN
17265,GT,RNG,1,2,CN,CN
18674,RNG,WE,3,0,CN,CN
18736,RNG,IM,1,0,CN,CN
18576,TBG,RNG,0,1,CN,CN
18553,IM,RNG,1,0,CN,CN
18551,RNG,TBG,1,0,CN,CN
18542,RNG,IM,1,0,CN,CN
17263,RNG,Newbee,2,1,CN,CN
17244,RNG,IM,2,0,CN,CN
17218,RNG,WE,2,1,CN,CN
16229,RNG,SKT,1,3,CN,KR
16107,RNG,SKT,0,1,CN,KR
16102,RNG,SUP,1,0,CN,TR
16084,RNG,FW,1,0,CN,TW
16101,G2,RNG,0,1,EU,CN
16096,FW,RNG,0,1,TW,CN
16092,RNG,G2,1,0,CN,EU
16088,SKT,RNG,0,1,KR,CN
16085,SUP,RNG,0,1,TR,CN
15733,RNG,WE,3,2,CN,CN
13569,SAT,RNG,0,2,CN,CN
13545,M3,RNG,1,2,CN,CN
13533,GT,RNG,0,2,CN,CN
14354,BBQ,RNG,0,1,KR,CN
13525,Newbee,RNG,0,2,CN,CN
13514,WE,RNG,2,0,CN,CN
13501,RNG,SAT,2,0,CN,CN
12935,RNG,GT,3,1,CN,CN
12933,LD,RNG,0,3,CN,CN
12266,RNG,2144D,3,2,CN,CN
12262,RNG,YG,3,2,CN,CN
2529,Newbee,RNG,1,1,CN,CN
2523,WE,RNG,2,0,CN,CN
2509,KNG,RNG,1,1,CN,CN
2501,UP,RNG,1,1,CN,CN
2487,M3,RNG,2,0,CN,CN
2481,RNG,Newbee,1,1,CN,CN
2459,RNG,WE,2,0,CN,CN
10673,RNG,2144D,3,0,CN,CN
2438,RNG,UP,1,1,CN,CN
2433,RNG,KNG,2,0,CN,CN
2423,RNG,M3,1,1,CN,CN
12675,RNG,UP,1,2,CN,CN
1805,BJK,TSM,0,1,TR,US
1803,BJK,SKT,0,1,TR,KR
1823,Velocity Esports,The Salad Bar,2,1,US,US
10679,Newbee,KXH,3,1,CN,CN
2410,M3,KX,3,0,CN,CN
2415,RYL,Gamtee,0,3,CN,CN
2413,Gamtee,LD,3,1,CN,CN
1053,WE,Gamtee,2,0,CN,CN
1048,KNG,Gamtee,1,1,CN,CN
1013,EP,Gamtee,1,1,,CN
1008,RYL,Gamtee,2,0,CN,CN
1005,M3,Gamtee,1,1,CN,CN
982,WE,Gamtee,1,1,CN,CN
976,KNG,Gamtee,0,2,CN,CN
956,M3,Gamtee,1,1,CN,CN
952,EP,Gamtee,1,1,,CN
945,RYL,Gamtee,2,0,CN,CN
1126,DOR,NGU,0,1,TW,TW
1121,FW,DOR,1,0,TW,TW
1122,HKE,DOR,1,0,HK,TW
1129,DOR,LGS,0,1,TW,TW
1116,NGU,DOR,1,0,TW,TW
1115,DOR,HKE,0,1,TW,HK
1114,FW,DOR,1,0,TW,TW
1109,DOR,LGS,0,1,TW,TW
1078,DOR,NGU,0,1,TW,TW
1075,HKE,DOR,1,0,HK,TW
1074,DOR,FW,0,1,TW,TW
1065,DOR,LGS,0,1,TW,TW
1936,DIG,Velocity Esports,1,0,US,US
1925,Velocity Esports,TSM,0,1,US,US
1883,TSM,Velocity Esports,1,0,US,US
1881,Velocity Esports,DIG,0,1,US,US
1872,Velocity Esports,TSM,0,1,US,US
1870,DIG,Velocity Esports,1,0,US,US
1852,TSM,Velocity Esports,1,0,US,US
1843,Velocity Esports,DIG,0,1,US,US
12263,KNG,2144D,1,3,CN,CN
2541,UP,KNG,1,1,CN,CN
1822,Team Summon,Fidelis,2,0,US,US
12267,UP,WE,0,3,CN,CN
12264,UP,WE.F,3,2,CN,CN
2547,UP,WE,2,0,CN,CN
2505,UP,Newbee,0,2,CN,CN
2498,UP,M3,1,1,CN,CN
10691,KNG,UP,1,3,CN,CN
2471,KNG,UP,2,0,CN,CN
10681,UP,2144,3,1,CN,CN
2464,WE,UP,1,1,CN,CN
2449,M3,UP,2,0,CN,CN
2445,Newbee,UP,2,0,CN,CN
23648,HKE,FW,0,2,HK,TW
23640,XG,HKE,0,2,TW,HK
23631,JTM,HKE,2,0,TW,HK
23626,HKE,Spider,2,0,HK,TW
23621,FB,HKE,0,2,TW,HK
23615,HKE,XG,2,1,HK,TW
25582,M19,HKE,0,2,RU,HK
23612,FW,HKE,2,0,TW,HK
23603,HKE,JTM,0,2,HK,TW
23597,Spider,HKE,0,2,TW,HK
23559,HKE,FB,2,1,HK,TW
17801,JTM,HKE,1,1,TW,HK
17791,XG,HKE,0,2,TW,HK
17784,FB,HKE,1,1,TW,HK
17782,FW,HKE,1,1,TW,HK
17770,HKE,FB,2,0,HK,TW
17762,HKE,FW,0,2,HK,TW
17752,HKE,JTM,0,2,HK,TW
17749,HKE,XG,2,0,HK,TW
13980,XG,HKE,0,2,TW,HK
13974,FW,HKE,2,0,TW,HK
13931,CGE,HKE,0,2,TW,HK
2532,KNG,WE,1,1,CN,CN
2503,Newbee,KNG,1,1,CN,CN
13954,HKE,XG,1,1,HK,TW
13953,HKE,FW,1,1,HK,TW
2489,KNG,M3,1,1,CN,CN
13971,HKE,CGE,2,0,HK,TW
12313,HKE,FW,2,3,HK,TW
2479,WE,KNG,1,1,CN,CN
11932,HKE,FW,3,1,TW,TW
4828,HKE,FW,1,1,HK,TW
4829,HKE,LGS,2,0,HK,TW
4815,HKE,AS,2,0,HK,TW
4806,LGS,HKE,0,2,TW,HK
4596,FW,HKE,1,1,TW,HK
4585,AS,HKE,1,1,TW,HK
1141,HKE,NGU,1,0,HK,TW
1147,FW,HKE,1,0,TW,HK
1136,HKE,LGS,1,0,HK,TW
1101,NGU,HKE,0,1,TW,HK
1107,HKE,FW,0,1,HK,TW
1094,LGS,HKE,0,1,TW,HK
1091,FW,HKE,1,0,TW,HK
1087,HKE,NGU,1,0,HK,TW
1072,HKE,LGS,1,0,HK,TW
10680,KNG,GT,3,2,CN,CN
2442,KNG,Newbee,1,1,CN,CN
2425,M3,KNG,2,0,CN,CN
1039,WE,KNG,1,1,CN,CN
1016,RYL,KNG,1,1,CN,CN
1011,KNG,EP,2,0,CN,
996,M3,KNG,1,1,CN,CN
986,WE,KNG,0,2,CN,CN
949,RYL,KNG,2,0,CN,CN
940,KNG,EP,2,0,CN,
932,M3,KNG,2,0,CN,CN
4837,AS,LGS,0,2,TW,TW
4818,FW,LGS,2,0,TW,TW
4812,LGS,AS,0,2,TW,TW
4589,LGS,FW,0,2,TW,TW
1146,LGS,FW,0,1,TW,TW
1100,FW,LGS,1,0,TW,TW
1131,LGS,NGU,0,1,TW,TW
1111,NGU,LGS,0,1,TW,TW
1090,LGS,FW,0,1,TW,TW
1067,LGS,NGU,0,1,TW,TW
1359,Gamania Bears,SKT,0,2,TW,KR
13578,GT,M3,2,0,CN,CN
13563,M3,Newbee,1,2,CN,CN
13558,M3,WE,0,2,CN,CN
13526,M3,SAT,0,2,CN,CN
13510,WE,M3,2,0,CN,CN
23645,FW,FB,2,0,TW,TW
23641,XG,FW,0,2,TW,TW
23636,FW,WS,2,0,TW,TW
23630,JTM,FW,0,2,TW,TW
23614,FW,XG,2,0,TW,TW
23617,FB,FW,0,2,TW,TW
25824,G2,FW,0,2,EU,TW
25585,G2,FW,0,1,EU,TW
23608,Spider,FW,0,2,TW,TW
23596,FW,JTM,2,0,TW,TW
22104,FW,LZ,2,0,TW,KR
20584,FW,SKT,0,1,TW,KR
20579,IM,FW,1,0,CN,TW
20577,SKT,FW,0,1,KR,TW
20574,FW,IM,0,1,TW,CN
20012,JTM,FW,0,3,TW,TW
17790,XG,FW,0,2,TW,TW
17787,FB,FW,0,2,TW,TW
17776,FW,JTM,1,1,TW,TW
17771,JTM,FW,2,0,TW,TW
17760,FW,XG,2,0,TW,TW
17754,FW,FB,2,0,TW,TW
16105,SUP,FW,0,1,TR,TW
16090,FW,G2,1,0,TW,EU
16099,FW,SKT,1,0,TW,KR
16095,SKT,FW,0,1,KR,TW
16089,FW,SUP,1,0,TW,TR
15559,G2,FW,0,1,EU,TW
13966,CGE,FW,0,2,TW,TW
13965,XG,FW,0,2,TW,TW
13944,FW,CGE,2,0,TW,TW
13941,FW,XG,0,2,TW,TW
12451,FW,PNG,1,0,TW,BR
12429,FW,PNG,0,1,TW,BR
4831,AS,FW,0,2,TW,TW
4804,FW,AS,2,0,TW,TW
1139,NGU,FW,0,1,TW,TW
1099,NGU,FW,0,1,TW,TW
1085,FW,NGU,1,0,TW,TW
13498,Newbee,M3,2,0,CN,CN
13491,M3,GT,0,2,CN,CN
2513,Newbee,M3,1,1,CN,CN
2496,M3,WE,1,1,CN,CN
10686,M3,WE,0,3,CN,CN
2474,M3,Newbee,1,1,CN,CN
2431,WE,M3,1,1,CN,CN
10670,M3,ST,3,0,CN,CN
2414,M3,EP,3,0,CN,
1045,M3,EP,1,1,CN,
1002,WE,M3,0,2,CN,CN
994,RYL,M3,1,1,CN,CN
981,M3,EP,1,1,CN,
939,WE,M3,0,2,CN,CN
928,RYL,M3,2,0,CN,CN
12678,M3,WE.F,2,1,CN,CN
22801,NewBee,GT,2,1,CN,CN
22797,NewBee,WE,1,2,CN,CN
22776,QG,NewBee,0,2,CN,CN
22758,NewBee,IM,2,1,CN,CN
22734,GT,NewBee,2,0,CN,CN
22728,NewBee,QG,2,1,CN,CN
22710,WE,NewBee,2,1,CN,CN
19975,RYL,Newbee,0,3,CN,CN
17293,Newbee,GT,0,2,CN,CN
17290,SAT,Newbee,1,2,CN,CN
17276,Newbee,WE,0,2,CN,CN
18571,NEWBEE,WE,0,1,CN,CN
18566,WE,NEWBEE,1,0,CN,CN
18559,YM,NEWBEE,1,0,CN,CN
18546,NEWBEE,YM,1,0,CN,CN
17257,Newbee,IM,0,2,CN,CN
17241,Newbee,SAT,2,1,CN,CN
17228,GT,Newbee,2,0,CN,CN
15740,Newbee,WE,0,3,CN,CN
13576,WE,Newbee,2,1,CN,CN
13559,GT,Newbee,2,1,CN,CN
13531,Newbee,SAT,2,0,CN,CN
14361,SKT,Newbee,1,0,KR,CN
13494,Newbee,GT,2,0,CN,CN
13490,Newbee,WE,2,0,CN,CN
13037,Newbee,BBQ,2,3,CN,KR
13033,DIG,Newbee,1,2,US,CN
2534,Newbee,WE,1,1,CN,CN
2454,WE,Newbee,0,2,CN,CN
1432,vVv,GF,1,0,US,US
2053,Team ALTERNATE,Wizards Club,3,1,PL,EU
1826,DIG,Team Summon,3,1,US,US
1472,FFG,GF,1,0,US,US
2359,TG,Ex Nihilo,2,0,,EU
1603,SKT,Prime Optimus,2,0,KR,KR
10675,EPC,YG,0,3,CN,CN
2412,RYL,YG,3,0,CN,CN
1769,WE,Young Glory,0,2,CN,CN
1765,RYL,Young Glory,2,0,CN,CN
1741,WE,Young Glory,2,0,CN,CN
1737,RYL,Young Glory,2,0,CN,CN
14290,WE,YG,1,0,CN,CN
14280,PE,YG,1,0,CN,CN
14274,LMQTC,YG,0,1,CN,CN
14267,RYL,YG,0,1,CN,CN
14265,YG,EP,1,0,CN,CN
14262,YG,WE,0,1,CN,CN
14252,YG,PE,1,0,CN,CN
14246,YG,LMQTC,0,1,CN,CN
14239,YG,RYL,1,0,CN,CN
14237,EP,YG,0,1,CN,CN
14234,WE,YG,1,0,CN,CN
14224,PE,YG,1,0,CN,CN
14218,LMQTC,YG,1,0,CN,CN
14210,RYL,YG,1,0,CN,CN
14208,YG,EP,1,0,CN,CN
27399,TSM,FLY,3,0,US,US
23145,TSM,FOX,2,0,US,US
23142,TSM,FLY,2,1,US,US
23136,IMT,TSM,1,2,US,US
23131,NV,TSM,1,2,US,US
23124,DIG,TSM,0,2,US,US
23111,FLY,TSM,1,2,US,US
23104,FOX,TSM,2,0,US,US
23102,TSM,NV,2,0,US,US
23072,TSM,DIG,2,1,US,US
23067,TSM,IMT,2,1,US,US
20605,TSM,SPY,1,0,US,EU
20601,SPY,TSM,0,1,EU,US
17105,TSM,NRG,2,1,US,US
17099,IMT,TSM,0,2,US,US
17097,TSM,NV,2,0,US,US
17081,FOX,TSM,0,2,US,US
17075,DIG,TSM,0,2,US,US
17057,NV,TSM,0,2,US,US
17053,TSM,FOX,2,1,US,US
17045,NRG,TSM,0,2,US,US
17015,TSM,IMT,2,1,US,US
17014,TSM,DIG,2,0,US,US
14954,IMT,TSM,0,3,US,US
13678,TSM,NRG,0,1,US,US
13674,IMT,TSM,1,0,US,US
13669,TSM,REN,0,1,US,US
14738,SKT,TSM,2,0,KR,US
14355,BBQ,TSM,0,2,KR,US
14351,BBQ,TSM,1,0,KR,US
13653,FOX,TSM,0,1,US,US
13648,DIG,TSM,1,0,US,US
13629,REN,TSM,0,1,US,US
13625,TSM,FOX,1,0,US,US
13618,NRG,TSM,1,0,US,US
13609,TSM,DIG,1,0,US,US
13605,TSM,IMT,0,1,US,US
2039,DIG,TSM,0,1,US,US
1981,TSM,DIG,0,1,US,US
1809,SKT,TSM,1,0,KR,US
410,TSM,DIG,1,0,US,US
379,DIG,TSM,0,1,US,US
1417,SSW,TSM,3,1,KR,US
1388,TSM,RYL,1,0,US,CN
1381,RYL,TSM,1,0,CN,US
351,TSM,DIG,3,1,US,US
342,TSM,DIG,1,0,US,US
299,DIG,TSM,1,0,US,US
279,TSM,DIG,0,1,US,US
261,DIG,TSM,1,0,US,US
203,TSM,DIG,1,0,US,US
177,DIG,TSM,0,1,US,US
162,TSM,DIG,1,0,US,US
127,DIG,TSM,0,1,US,US
1336,TSM,GamingGear.eu,0,1,US,LT
1330,TSM,SKT,0,1,US,KR
1327,SKT,TSM,1,0,KR,US
1318,GamingGear.eu,TSM,0,1,LT,US
1918,TSM,DIG,0,1,US,US
1900,DIG,TSM,0,1,US,US
1859,TSM,DIG,0,1,US,US
1840,DIG,TSM,1,0,US,US
110,DIG,TSM,0,1,US,US
69,TSM,DIG,0,1,US,US
12,DIG,TSM,1,0,US,US
6,TSM,DIG,1,0,US,US
20508,TSM,AZF,0,2,US,KR
20759,aAa,TSM,2,0,EU,US
20532,TSM,Epik,2,0,US,US
20528,aAa,TSM,2,1,EU,US
20522,TSM,GDE,1,0,US,EU
20518,TSM,xan,0,1,US,SG
13670,DIG,IMT,0,1,US,US
13666,FOX,DIG,1,0,US,US
13660,REN,DIG,1,0,US,US
13642,NRG,DIG,1,0,US,US
13636,IMT,DIG,1,0,US,US
13631,DIG,FOX,1,0,US,US
13607,DIG,REN,1,0,US,US
13597,DIG,NRG,0,1,US,US
20504,NBS,DIG,1,0,KR,US
20502,DIG,SAJ,0,1,US,VN
20484,DIG,CLG.EU,0,1,US,EU
6346,mouz,C91,1,2,EU,US
6705,Fnatic,mouz,1,0,EU,EU
6736,mouz,NiP1,0,1,EU,SE
11544,mouz,Archon,0,1,EU,
11545,Archon,mouz,1,0,,EU
11546,Archon,mouz,0,1,,EU
6960,Archon,mouz,2,1,,EU
11554,VB,mouz,0,1,CN,EU
6968,VB,mouz,0,2,CN,EU
11562,unknown.xiu1,mouz,0,1,,EU
6978,unknown.xiu1,mouz,0,2,,EU
11564,unknown.xiu1,mouz,0,1,,EU
11578,ROOT,mouz,1,0,US,EU
11580,mouz,ROOT,1,0,EU,US
11609,mouz,coL,0,1,EU,US
11612,coL,mouz,0,1,US,EU
7007,coL,mouz,1,1,US,EU
7014,mouz,EHUG,1,0,EU,US
7016,mouz,EHUG,1,0,EU,US
6751,mouz,SumsRift,2,1,EU,US
11249,mouz,Newbee,0,1,EU,CN
11251,mouz,LGD,0,1,EU,CN
11253,mouz,Liquid,1,0,EU,US
11257,mouz,Na`Vi US,1,0,EU,US
11273,mouz,LGD,1,0,EU,CN
11277,mouz,Fnatic,1,0,EU,EU
11286,mouz,Titan,1,0,EU,MY
11292,mouz,EG,0,1,EU,US
11304,mouz,Newbee,0,1,EU,CN
11313,mouz,Arrow,1,0,EU,MY
11316,DK,mouz,1,0,CN,EU
11324,mouz,Alliance,0,1,EU,SE
11334,iG,mouz,1,0,CN,EU
11347,C91,mouz,0,1,US,EU
11349,mouz,NaVi,0,1,EU,
11357,Empire,mouz,1,0,RU,EU
11366,mouz,VG,0,1,EU,CN
10299,mouz,iG,1,2,EU,CN
5683,mouz,Empire,0,2,EU,RU
5686,C91,mouz,2,1,US,EU
5687,mouz,Fnatic,2,0,EU,EU
5688,mouz,EG,1,1,EU,US
5691,mouz,Fnatic,0,1,EU,EU
11387,mouz,VP,1,0,EU,PL
11388,VP,mouz,0,1,PL,EU
11389,mouz,VP,1,0,EU,PL
11390,VP,mouz,1,0,PL,EU
11391,mouz,VP,0,1,EU,PL
10236,mouz,VP,3,2,EU,PL
11397,mouz,RoX.KIS,1,0,EU,RU
11398,RoX.KIS,mouz,1,0,RU,EU
11399,mouz,RoX.KIS,1,0,EU,RU
10239,mouz,RoX.KIS,2,1,EU,RU
10240,RoX.KIS,mouz,1,0,RU,EU
10249,mouz,VP,1,0,EU,PL
10254,MYM,mouz,0,1,DK,EU
10258,mouz,xGame,1,0,EU,KZ
10266,mouz,Aware,1,0,EU,
10288,mouz,PR,1,0,EU,BY
10302,APETACO,mouz,0,1,SE,EU
10326,Relax,mouz,0,1,RU,EU
10332,mouz,hehe,1,0,EU,BT
6675,mouz,Fnatic,1,2,EU,EU
6677,mouz,Fnatic,1,0,EU,EU
6678,Fnatic,mouz,0,2,EU,EU
5475,mouz,0RESPECT,3,1,EU,FR
5362,VP,mouz,1,0,PL,EU
5366,VP,mouz,0,1,PL,EU
5371,mouz,PR,0,1,EU,BY
5491,mouz,RoX.KIS,0,1,EU,RU
5496,mouz,TR,0,1,EU,
5498,QPAnDa,mouz,0,1,,EU
5509,mouz,Empire,0,1,EU,RU
5525,mouz,Fnatic,0,1,EU,EU
5543,mouz,PR,0,1,EU,BY
5548,mouz,Relax,0,1,EU,RU
5553,F3.ru,mouz,0,1,RU,EU
5558,mouz,Alliance,1,0,EU,SE
5559,mouz,xGame,1,0,EU,KZ
5575,mouz,4FC,1,0,EU,SE
5587,VP,mouz,1,0,PL,EU
5594,mouz,SSD,0,1,EU,
5610,aSpera,mouz,0,1,,EU
5396,Liquid,mouz,1,0,US,EU
5397,mouz,Liquid,0,1,EU,US
5398,mouz,SPG,0,1,EU,CN
5399,SPG,mouz,0,1,CN,EU
5400,mouz,SPG,0,1,EU,CN
5401,mouz,NaVi,0,1,EU,
5402,mouz,NaVi,1,0,EU,
5403,NaVi,mouz,1,0,,EU
5423,mouz,Dignitas,1,0,EU,US
5424,Dignitas,mouz,0,1,US,EU
5425,mouz,Dignitas,0,1,EU,US
10879,mouz,LGD.int,0,1,EU,
11085,mouz,DK,0,1,EU,CN
11091,mouz,DK,0,1,EU,CN
11116,mouz,LGD,0,1,EU,CN
11120,mouz,LGD,1,0,EU,CN
11135,mouz,Dignitas,0,1,EU,US
11139,mouz,Dignitas,0,1,EU,US
11146,Fnatic,mouz,1,0,EU,EU
11149,mouz,Fnatic,0,1,EU,EU
11162,NaVi,mouz,1,0,,EU
